Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
dinoflagellates alexandrium,saxitoxin equivalents,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P111,2001,"('dinoflagellates alexandrium', 'saxitoxin equivalents')"
dinoflagellates alexandrium,stxs biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P142,2024,"('dinoflagellates alexandrium', 'stxs biosynthesis')"
dinoflagellates alexandrium,sxtb,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P142,2024,"('dinoflagellates alexandrium', 'sxtb')"
dinoflagellates alexandrium,toxic alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P142,2024,"('dinoflagellates alexandrium', 'toxic alexandrium')"
dinoflagellates alexandrium,toxic and non-toxic,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P142,2024,"('dinoflagellates alexandrium', 'toxic and non-toxic')"
dinoflagellates alexandrium,toxic dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P142,2024,"('dinoflagellates alexandrium', 'toxic dinoflagellate')"
dinoflagellates alexandrium,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P142,2024,"('dinoflagellates alexandrium', 'toxic dinoflagellate alexandrium')"
dinoflagellates alexandrium,toxic dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P142,2024,"('dinoflagellates alexandrium', 'toxic dinoflagellates')"
dinoflagellates alexandrium,toxic dinoflagellates alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P142,2024,"('dinoflagellates alexandrium', 'toxic dinoflagellates alexandrium')"
dinoflagellates alexandrium,toxic species,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P142,2024,"('dinoflagellates alexandrium', 'toxic species')"
dinoflagellates alexandrium,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P111,2001,"('dinoflagellates alexandrium', 'toxin content')"
dinoflagellates alexandrium,toxin content,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P111,2001,"('dinoflagellates alexandrium', 'toxin content')"
dinoflagellates alexandrium,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P111,2001,"('dinoflagellates alexandrium', 'toxin production')"
dinoflagellates alexandrium,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P111,2001,"('dinoflagellates alexandrium', 'toxin production')"
dinoflagellates alexandrium,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P111,2001,"('dinoflagellates alexandrium', 'toxin profile')"
dinoflagellates alexandrium,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P111,2001,"('dinoflagellates alexandrium', 'toxin profile')"
dinoflagellates alexandrium,toxins produced,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P111,2001,"('dinoflagellates alexandrium', 'toxins produced')"
dinoflagellates and cyanobacteria,fas,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'fas')"
dinoflagellates and cyanobacteria,fatty acid synthases,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'fatty acid synthases')"
dinoflagellates and cyanobacteria,freshwater dinoflagellate,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'freshwater dinoflagellate')"
dinoflagellates and cyanobacteria,gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'gene transfer')"
dinoflagellates and cyanobacteria,gene transfer,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'gene transfer')"
dinoflagellates and cyanobacteria,gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P104,2020,"('dinoflagellates and cyanobacteria', 'gymnodinium')"
dinoflagellates and cyanobacteria,horizontal gene,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'horizontal gene')"
dinoflagellates and cyanobacteria,horizontal gene transfer,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'horizontal gene transfer')"
dinoflagellates and cyanobacteria,horizontal gene transfer,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'horizontal gene transfer')"
dinoflagellates and cyanobacteria,involved in stx,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'involved in stx')"
dinoflagellates and cyanobacteria,involved in stx biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'involved in stx biosynthesis')"
dinoflagellates and cyanobacteria,marine dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P084,2023,"('dinoflagellates and cyanobacteria', 'marine dinoflagellate alexandrium')"
dinoflagellates and cyanobacteria,metabolic pathway,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'metabolic pathway')"
dinoflagellates and cyanobacteria,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'metabolic pathways')"
dinoflagellates and cyanobacteria,other toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P084,2023,"('dinoflagellates and cyanobacteria', 'other toxic')"
dinoflagellates and cyanobacteria,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'paralytic shellfish toxins')"
dinoflagellates and cyanobacteria,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'paralytic shellfish toxins')"
dinoflagellates and cyanobacteria,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'phosphorus')"
dinoflagellates and cyanobacteria,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'phylogeny')"
dinoflagellates and cyanobacteria,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'pks')"
dinoflagellates and cyanobacteria,polyketide synthases,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'polyketide synthases')"
dinoflagellates and cyanobacteria,potentially toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P104,2020,"('dinoflagellates and cyanobacteria', 'potentially toxic')"
dinoflagellates and cyanobacteria,precursor,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'precursor')"
dinoflagellates and cyanobacteria,produce saxitoxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P132,2025,"('dinoflagellates and cyanobacteria', 'produce saxitoxin')"
dinoflagellates and cyanobacteria,producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'producing dinoflagellate')"
dinoflagellates and cyanobacteria,producing dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'producing dinoflagellate alexandrium')"
dinoflagellates and cyanobacteria,producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P104,2020,"('dinoflagellates and cyanobacteria', 'producing dinoflagellates')"
dinoflagellates and cyanobacteria,producing paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'producing paralytic shellfish toxins')"
dinoflagellates and cyanobacteria,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'saxitoxin biosynthesis')"
dinoflagellates and cyanobacteria,saxitoxin biosynthesis gene,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'saxitoxin biosynthesis gene')"
dinoflagellates and cyanobacteria,saxitoxin biosynthesis gene,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'saxitoxin biosynthesis gene')"
dinoflagellates and cyanobacteria,species of marine dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'species of marine dinoflagellates')"
dinoflagellates and cyanobacteria,strain of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'strain of alexandrium')"
dinoflagellates and cyanobacteria,stx biosynthesis genes,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'stx biosynthesis genes')"
dinoflagellates and cyanobacteria,stx biosynthesis genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'stx biosynthesis genes')"
dinoflagellates and cyanobacteria,stx-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P104,2020,"('dinoflagellates and cyanobacteria', 'stx-producing')"
dinoflagellates and cyanobacteria,stx-producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P104,2020,"('dinoflagellates and cyanobacteria', 'stx-producing dinoflagellates')"
dinoflagellates and cyanobacteria,such as alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P104,2020,"('dinoflagellates and cyanobacteria', 'such as alexandrium')"
dinoflagellates and cyanobacteria,sxta and sxtg,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'sxta and sxtg')"
dinoflagellates and cyanobacteria,sxta4 domain,SEMANTIC_CO_OCCURS,GENE_DOMAIN,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'sxta4 domain')"
dinoflagellates and cyanobacteria,sxtd,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'sxtd')"
dinoflagellates and cyanobacteria,sxth,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'sxth')"
dinoflagellates and cyanobacteria,sxts,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'sxts')"
dinoflagellates and cyanobacteria,sxtu,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'sxtu')"
dinoflagellates and cyanobacteria,sxtx,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,1,1,P084,2023,"('dinoflagellates and cyanobacteria', 'sxtx')"
dinoflagellates and cyanobacteria,toxic dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P084,2023,"('dinoflagellates and cyanobacteria', 'toxic dinoflagellates')"
dinoflagellates and cyanobacteria,toxic marine,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'toxic marine')"
dinoflagellates and cyanobacteria,toxic marine dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'toxic marine dinoflagellates')"
dinoflagellates and cyanobacteria,toxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P124,2008,"('dinoflagellates and cyanobacteria', 'toxin analogues')"
dinoflagellates and cyanobacteria,toxin biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'toxin biosynthesis')"
dinoflagellates and cyanobacteria,toxin biosynthesis genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P010,2026,"('dinoflagellates and cyanobacteria', 'toxin biosynthesis genes')"
dinoflagellates and cyanobacteria,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'toxin production')"
dinoflagellates and cyanobacteria,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'toxin production')"
dinoflagellates and cyanobacteria,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'toxin-producing')"
dinoflagellates and cyanobacteria,toxin-producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'toxin-producing dinoflagellate')"
dinoflagellates and cyanobacteria,toxin-producing dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P140,2014,"('dinoflagellates and cyanobacteria', 'toxin-producing dinoflagellate alexandrium')"
dinoflagellates and cyanobacteria,transcriptional responses,SEMANTIC_CO_OCCURS,PHRASE_REGULATION,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'transcriptional responses')"
dinoflagellates and cyanobacteria,transcriptional responses,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'transcriptional responses')"
dinoflagellates and cyanobacteria,up-regulated,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_TAXON,1,1,P099,2016,"('dinoflagellates and cyanobacteria', 'up-regulated')"
dinoflagellates in the genus,isolate of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P133,2004,"('dinoflagellates in the genus', 'isolate of alexandrium')"
dinoflagellates in the genus,levels of psts,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P105,2019,"('dinoflagellates in the genus', 'levels of psts')"
dinoflagellates in the genus,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P133,2004,"('dinoflagellates in the genus', 'paralytic shellfish toxins')"
dinoflagellates in the genus,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P105,2019,"('dinoflagellates in the genus', 'paralytic shellfish toxins')"
dinoflagellates in the genus,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P105,2019,"('dinoflagellates in the genus', 'paralytic shellfish toxins')"
dinoflagellates in the genus,produce paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P105,2019,"('dinoflagellates in the genus', 'produce paralytic shellfish toxins')"
dinoflagellates in the genus,produce toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P133,2004,"('dinoflagellates in the genus', 'produce toxins')"
dinoflagellates in the genus,produced by dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P150,2017,"('dinoflagellates in the genus', 'produced by dinoflagellates')"
dinoflagellates in the genus,producing alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P105,2019,"('dinoflagellates in the genus', 'producing alexandrium')"
dinoflagellates in the genus,psp toxin production,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P133,2004,"('dinoflagellates in the genus', 'psp toxin production')"
dinoflagellates in the genus,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,1,1,P105,2019,"('dinoflagellates in the genus', 'salinity')"
dinoflagellates in the genus,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P133,2004,"('dinoflagellates in the genus', 'saxitoxin')"
dinoflagellates in the genus,saxitoxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P133,2004,"('dinoflagellates in the genus', 'saxitoxin production')"
dinoflagellates in the genus,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,1,1,P105,2019,"('dinoflagellates in the genus', 'temperature')"
dinoflagellates in the genus,toxic alexandrium species,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P150,2017,"('dinoflagellates in the genus', 'toxic alexandrium species')"
dinoflagellates in the genus,toxic and non-toxic,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P133,2004,"('dinoflagellates in the genus', 'toxic and non-toxic')"
dinoflagellates in the genus,toxic bloom,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P105,2019,"('dinoflagellates in the genus', 'toxic bloom')"
dinoflagellates in the genus,toxin detection,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P133,2004,"('dinoflagellates in the genus', 'toxin detection')"
dinoflagellates in the genus,toxin producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P105,2019,"('dinoflagellates in the genus', 'toxin producing')"
dinoflagellates in the genus,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P133,2004,"('dinoflagellates in the genus', 'toxin production')"
dinoflagellates in the genus,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P133,2004,"('dinoflagellates in the genus', 'toxin production')"
dinoflagellates such,gene cluster,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'gene cluster')"
dinoflagellates such,gene copy,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'gene copy')"
dinoflagellates such,gene copy number,SEMANTIC_CO_OCCURS,GENE_PRESENCE_ABSENCE,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'gene copy number')"
dinoflagellates such,gene copy number,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'gene copy number')"
dinoflagellates such,gene expression,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,1,1,P216,2021,"('dinoflagellates such', 'gene expression')"
dinoflagellates such,gene expression,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'gene expression')"
dinoflagellates such,genes associated,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'genes associated')"
dinoflagellates such,methionine,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'methionine')"
dinoflagellates such,non-toxic strains,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P216,2021,"('dinoflagellates such', 'non-toxic strains')"
dinoflagellates such,other toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'other toxic')"
dinoflagellates such,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'paralytic shellfish poisoning')"
dinoflagellates such,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'paralytic shellfish toxins')"
dinoflagellates such,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'paralytic shellfish toxins')"
dinoflagellates such,post-transcriptional regulation,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'post-transcriptional regulation')"
dinoflagellates such,precursors,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'precursors')"
dinoflagellates such,producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'producing dinoflagellate')"
dinoflagellates such,producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'producing dinoflagellates')"
dinoflagellates such,pst-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'pst-producing')"
dinoflagellates such,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'pyrodinium')"
dinoflagellates such,pyrodinium bahamense,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'pyrodinium bahamense')"
dinoflagellates such,pyrodinium bahamense,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'pyrodinium bahamense')"
dinoflagellates such,pyrodinium bahamense var,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'pyrodinium bahamense var')"
dinoflagellates such,regulation mechanisms,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_REGULATION,1,1,P216,2021,"('dinoflagellates such', 'regulation mechanisms')"
dinoflagellates such,s-adenosylmethionine,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 's-adenosylmethionine')"
dinoflagellates such,sam-dependent methyltransferase,SEMANTIC_CO_OCCURS,GENE_DOMAIN,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'sam-dependent methyltransferase')"
dinoflagellates such,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'saxitoxin biosynthesis')"
dinoflagellates such,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'saxitoxin biosynthesis')"
dinoflagellates such,saxitoxin biosynthetic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'saxitoxin biosynthetic')"
dinoflagellates such,saxitoxin production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'saxitoxin production')"
dinoflagellates such,saxitoxin synthesis,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'saxitoxin synthesis')"
dinoflagellates such,saxitoxin-producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'saxitoxin-producing dinoflagellate')"
dinoflagellates such,starting gene,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'starting gene')"
dinoflagellates such,sxta1 and sxta4,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'sxta1 and sxta4')"
dinoflagellates such,sxta4 gene,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'sxta4 gene')"
dinoflagellates such,toxic dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P004,2022,"('dinoflagellates such', 'toxic dinoflagellate')"
dinoflagellates such,toxic dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P004,2022,"('dinoflagellates such', 'toxic dinoflagellates')"
dinoflagellates such,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'toxin content')"
dinoflagellates such,toxin content,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P216,2021,"('dinoflagellates such', 'toxin content')"
