Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
climate,ENV_FACTOR,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,57.30084001243927,9.0,5,4,1.188881544681173,0.1923076923076923,184,23,8,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; nutrient; toxin_production,DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
transcriptomic,BIOLOGICAL_PROCESS,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,56.08308793914723,7.0,7,3,1.6953901234197666,0.2692307692307692,216,24,9,saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; alexandrium_tamarense; alexandrium_catenella; regulation,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
irradiance,ENV_FACTOR,planktothrix,CYANO_TAXON,semantic_hypothesis,55.75986214296984,7.0,7,3,1.6299310714849229,0.25,294,21,14,saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; gymnodinium; paralytic_shellfish_poisoning; dinoflagellates,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxtb,SXT_GENE,sxtd,SXT_GENE,semantic_hypothesis,55.31677012140656,6.0,6,4,1.4083850607032786,0.25,221,17,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; sxta; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; TOXIN; SXT_GENE; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
horizontal_gene_transfer,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,55.292205856187046,6.0,6,4,1.4461029280935231,0.24,150,25,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrogen_limitation,ENV_FACTOR,environmental_stress,ENV_FACTOR,semantic_hypothesis,55.26786949237617,6.0,6,4,1.4339347461880865,0.24,238,17,14,dinoflagellate; alexandrium; toxicity; alexandrium_tamarense; paralytic_shellfish_poisoning; nitrogen,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
nitrogen_limitation,ENV_FACTOR,planktothrix,CYANO_TAXON,semantic_hypothesis,55.20158085570169,6.0,6,4,1.4007904278508485,0.24,238,17,14,cyanobacteria; paralytic_shellfish_toxins; alexandrium; toxicity; paralytic_shellfish_poisoning; dinoflagellates,CYANO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
transcriptome,BIOLOGICAL_PROCESS,planktothrix,CYANO_TAXON,semantic_hypothesis,55.18456318304519,7.0,7,3,1.6463356455766454,0.1891891891891892,420,30,14,saxitoxin; cyanobacterial; cyanobacteria; paralytic_shellfish_toxins; alexandrium; paralytic_shellfish_poisoning; dinoflagellates,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,planktothrix,CYANO_TAXON,semantic_hypothesis,55.15175403486174,7.0,7,3,1.6299310714849229,0.1891891891891892,420,30,14,saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; gymnodinium; paralytic_shellfish_poisoning; dinoflagellates,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
evolution,BIOLOGICAL_PROCESS,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,54.98168933774863,7.0,7,3,1.6953901234197666,0.1590909090909091,378,42,9,saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; alexandrium_tamarense; alexandrium_catenella; regulation,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
warming,ENV_FACTOR,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,54.94026308936235,8.0,5,4,1.188881544681173,0.15625,232,29,8,alexandrium; dinoflagellate; toxin_production; paralytic_shellfish_poisoning; nutrient,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
lyngbya,CYANO_TAXON,environmental_stress,ENV_FACTOR,semantic_hypothesis,54.901318160599374,6.0,6,4,1.416176321678996,0.2068965517241379,294,21,14,saxitoxin; alexandrium; toxicity; toxin_production; paralytic_shellfish_poisoning; hplc,TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
warming,ENV_FACTOR,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,54.86789154340853,6.0,6,4,1.4964457717042643,0.1875,261,29,9,saxitoxin; temperature; alexandrium; nitrate; toxicity; regulation,TOXIN; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phylogenetic,BIOLOGICAL_PROCESS,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,54.79078024683953,7.0,7,3,1.6953901234197666,0.14,432,48,9,saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; alexandrium_tamarense; alexandrium_catenella; regulation,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterial,CYANO_TAXON,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,54.71153496382067,7.0,7,3,1.6953901234197666,0.1320754716981132,459,51,9,saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; alexandrium_tamarense; alexandrium_catenella; regulation,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
aphanizomenon,CYANO_TAXON,environmental_stress,ENV_FACTOR,semantic_hypothesis,54.56838195221881,6.0,6,4,1.4018380349329342,0.1764705882352941,364,26,14,saxitoxin; dinoflagellate; alexandrium; toxicity; paralytic_shellfish_poisoning; hplc,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,54.51714580928883,6.0,6,4,1.5442871903586974,0.1428571428571428,252,42,6,saxitoxin; cyanobacteria; evolution; nitrogen; horizontal_gene_transfer; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cylindrospermopsis,CYANO_TAXON,environmental_stress,ENV_FACTOR,semantic_hypothesis,54.47034273653253,6.0,6,4,1.4018380349329342,0.1666666666666666,392,28,14,saxitoxin; dinoflagellate; alexandrium; toxicity; paralytic_shellfish_poisoning; hplc,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
irradiance,ENV_FACTOR,gene_duplication,BIOLOGICAL_PROCESS,semantic_hypothesis,54.45075898868383,9.0,7,2,1.6647734337358513,0.2121212121212121,399,21,19,alexandrium; dinoflagellate; saxitoxin; alexandrium_fundyense; gymnodinium; gymnodinium_catenatum; dinoflagellates,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
horizontal_gene_transfer,BIOLOGICAL_PROCESS,scytonema,CYANO_TAXON,semantic_hypothesis,54.32976645987642,5.0,5,5,1.203344768399754,0.1923076923076923,150,25,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,54.32077728475848,6.0,6,4,1.4461029280935231,0.1428571428571428,252,42,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
evolution,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,54.32077728475848,6.0,6,4,1.4461029280935231,0.1428571428571428,252,42,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_fundyense,DINO_TAXON,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,54.31306417663576,6.0,6,4,1.5442871903586974,0.1224489795918367,294,49,6,saxitoxin; cyanobacteria; evolution; nitrogen; horizontal_gene_transfer; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,sxtd,SXT_GENE,semantic_hypothesis,54.16571859671196,6.0,6,4,1.430685385312502,0.1304347826086956,507,39,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; paralytic_shellfish_poisoning; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogenetic,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,54.14220585618705,6.0,6,4,1.4461029280935231,0.125,288,48,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_minutum,DINO_TAXON,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,54.14120595966477,6.0,6,4,1.5442871903586974,0.1052631578947368,342,57,6,saxitoxin; cyanobacteria; evolution; nitrogen; horizontal_gene_transfer; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
resting_cyst,BIOLOGICAL_PROCESS,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,54.09014037306733,5.0,5,5,1.1830012210164214,0.1724137931034483,288,16,18,saxitoxin; dinoflagellate; toxicity; bloom; hplc,TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
toxin_production,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,53.90915500872942,6.0,6,4,1.4461029280935231,0.1016949152542373,354,59,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
dinoflagellate,DINO_TAXON,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,53.87804806492792,6.0,6,4,1.5442871903586974,0.0789473684210526,456,76,6,saxitoxin; cyanobacteria; evolution; nitrogen; horizontal_gene_transfer; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,scytonema,CYANO_TAXON,semantic_hypothesis,53.87727777209362,5.0,5,5,1.203344768399754,0.1470588235294117,198,33,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
dinoflagellates,DINO_TAXON,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,53.867795159938176,6.0,6,4,1.5442871903586974,0.0779220779220779,462,77,6,saxitoxin; cyanobacteria; evolution; nitrogen; horizontal_gene_transfer; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium,DINO_TAXON,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,53.84806805160347,6.0,6,4,1.5442871903586974,0.0759493670886076,474,79,6,saxitoxin; cyanobacteria; evolution; nitrogen; horizontal_gene_transfer; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
bloom,ENV_FACTOR,alexandrium_leei,DINO_TAXON,semantic_hypothesis,53.81528277926397,6.0,6,4,1.4461029280935231,0.0923076923076923,390,65,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
biosynthesis,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,53.81528277926397,6.0,6,4,1.4461029280935231,0.0923076923076923,390,65,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxicity,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,53.77455879736352,6.0,6,4,1.4461029280935231,0.088235294117647,408,68,6,saxitoxin; paralytic_shellfish_toxins; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,scytonema,CYANO_TAXON,semantic_hypothesis,53.75804088815086,5.0,5,5,1.203344768399754,0.1351351351351351,216,36,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,scytonema,CYANO_TAXON,semantic_hypothesis,53.56948023447392,5.0,5,5,1.203344768399754,0.1162790697674418,252,42,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
evolution,BIOLOGICAL_PROCESS,scytonema,CYANO_TAXON,semantic_hypothesis,53.56948023447392,5.0,5,5,1.203344768399754,0.1162790697674418,252,42,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
evolution,BIOLOGICAL_PROCESS,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,53.47488053808548,10.0,5,3,1.1818847134871822,0.1111111111111111,336,42,8,alexandrium; dinoflagellate; toxin_production; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
regulation,BIOLOGICAL_PROCESS,scytonema,CYANO_TAXON,semantic_hypothesis,53.470519324033546,5.0,5,5,1.203344768399754,0.1063829787234042,276,46,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrogen_limitation,ENV_FACTOR,polyketide_synthase,BIOLOGICAL_PROCESS,semantic_hypothesis,53.40707837933699,8.0,7,2,1.6818000592337112,0.3043478260869565,221,17,13,dinoflagellate; alexandrium_fundyense; alexandrium; toxicity; expression; dinoflagellates; biosynthesis,DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,scytonema,CYANO_TAXON,semantic_hypothesis,53.36822799833797,5.0,5,5,1.203344768399754,0.0961538461538461,306,51,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gonyautoxin,TOXIN,scytonema,CYANO_TAXON,semantic_hypothesis,53.36822799833797,5.0,5,5,1.203344768399754,0.0961538461538461,306,51,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,scytonema,CYANO_TAXON,semantic_hypothesis,53.36822799833797,5.0,5,5,1.203344768399754,0.0961538461538461,306,51,6,saxitoxin; cyanobacteria; dinoflagellates; sxta; phylogenetic,TOXIN; CYANO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamiyavanichii,DINO_TAXON,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,52.286846350051285,9.0,5,3,1.1818847134871822,0.1923076923076923,184,23,8,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; alexandrium_minutum; toxin_production,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_ostenfeldii,DINO_TAXON,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,51.87892094212588,9.0,5,3,1.1818847134871822,0.1515151515151515,240,30,8,alexandrium; dinoflagellate; toxin_production; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,51.71512077832572,9.0,5,3,1.1818847134871822,0.1351351351351351,272,34,8,alexandrium; dinoflagellate; toxin_production; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphorus_limitation,ENV_FACTOR,nitrogen_limitation,ENV_FACTOR,semantic_hypothesis,50.96968431818261,8.0,5,3,1.234842159091305,0.25,136,8,17,alexandrium; dinoflagellate; nutrient; paralytic_shellfish_poisoning; phosphorus,DINO_TAXON; DINO_TAXON; ENV_FACTOR; TOXIN; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
irradiance,ENV_FACTOR,alexandrium_affine,DINO_TAXON,semantic_hypothesis,50.81721189069786,6.0,6,3,1.480034516777505,0.2857142857142857,126,21,6,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
resting_cyst,BIOLOGICAL_PROCESS,planktothrix,CYANO_TAXON,semantic_hypothesis,50.29943636286055,6.0,6,3,1.3997181814302715,0.25,224,16,14,saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; gymnodinium; paralytic_shellfish_poisoning,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
environmental_stress,ENV_FACTOR,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,50.22115686506296,5.0,5,4,1.221689543642592,0.2777777777777778,126,14,9,saxitoxin; alexandrium; nitrate; toxicity; alexandrium_tamarense,TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
warming,ENV_FACTOR,alexandrium_affine,DINO_TAXON,semantic_hypothesis,50.02903455079639,6.0,6,3,1.480034516777505,0.2068965517241379,174,29,6,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
nitrogen_limitation,ENV_FACTOR,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,49.96687592130392,6.0,6,3,1.44895520203127,0.2068965517241379,306,17,18,dinoflagellate; toxicity; bloom; nitrogen; nutrient; dinoflagellates,DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,alexandrium_affine,DINO_TAXON,semantic_hypothesis,49.96006903355501,6.0,6,3,1.480034516777505,0.2,180,30,6,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
gene_duplication,BIOLOGICAL_PROCESS,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,49.94472249208705,6.0,6,3,1.5046193105596533,0.1935483870967742,342,19,18,saxitoxin; pyrodinium; dinoflagellate; pyrodinium_bahamense; dinoflagellates; warming,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
gene_duplication,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,49.924551860214095,5.0,5,4,1.2122759301070465,0.25,114,19,6,saxitoxin; alexandrium; dinoflagellate; sxta; phylogeny,TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
polyketide_synthase,BIOLOGICAL_PROCESS,environmental_stress,ENV_FACTOR,semantic_hypothesis,49.63133488273237,5.0,5,4,1.1793038050025486,0.2272727272727272,182,13,14,saxitoxin; dinoflagellate; alexandrium; toxicity; light,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
nutrients,ENV_FACTOR,alexandrium_affine,DINO_TAXON,semantic_hypothesis,49.62673570022167,6.0,6,3,1.480034516777505,0.1666666666666666,216,36,6,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
sxti,SXT_GENE,sxtd,SXT_GENE,semantic_hypothesis,49.62184339816088,5.0,5,4,1.174558062716802,0.2272727272727272,182,14,13,saxitoxin; cyanobacteria; paralytic_shellfish_poisoning; sxta; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; SXT_GENE; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,49.58345796983237,6.0,6,3,1.458395651582853,0.1666666666666666,297,33,9,saxitoxin; paralytic_shellfish_toxins; alexandrium; alexandrium_tamarense; alexandrium_catenella; regulation,TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,alexandrium_affine,DINO_TAXON,semantic_hypothesis,49.58169065517663,6.0,6,3,1.480034516777505,0.1621621621621621,222,37,6,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,alexandrium_affine,DINO_TAXON,semantic_hypothesis,49.53901640197606,6.0,6,3,1.480034516777505,0.1578947368421052,228,38,6,temperature; alexandrium; dinoflagellate; light; hplc; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
transcriptomic,BIOLOGICAL_PROCESS,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,49.46723944615778,5.0,5,4,1.2336197230788917,0.2,144,24,6,saxitoxin; cyanobacteria; evolution; nitrogen; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
