Source,Target,Source_Type,Target_Type,Relation,Group,Weight,Paper_Count,Paper_IDs,Years,Relation_Hints,Edge_Key,Transfer_Match
independent acquisition,Transcriptomic comparison,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'transcriptomic comparison')",1
independent acquisition,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'saxitoxin')",1
independent acquisition,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'saxitoxin biosynthesis')",1
independent acquisition,saxitoxin biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'saxitoxin biosynthesis genes')",1
independent acquisition,sxt genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxt genes')",1
independent acquisition,sxtA,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxta')",1
independent acquisition,sxtA4,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxta4')",1
independent acquisition,sxtA4 domain,EVOLUTIONARY_PROCESS,GENE_DOMAIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxta4 domain')",1
independent acquisition,sxtB,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxtb')",1
independent acquisition,sxtG,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxtg')",1
independent acquisition,sxtI,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxti')",1
independent acquisition,sxtN,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxtn')",1
independent acquisition,sxtS,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxts')",1
independent acquisition,sxtU,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxtu')",1
independent acquisition,sxtY,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('independent acquisition', 'sxty')",1
light,Temperature,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,30646514,2019,DECREASES;INCREASES,"('light', 'temperature')",1
light,Toxin content,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,23064102,2012,PRESENT_IN,"('light', 'toxin content')",1
light,sxt Genes,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,34200983,2021,DECREASES;INCREASES,"('light', 'sxt genes')",1
light,toxin content,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,38786590,2024,INCREASES;INVOLVED_IN;PRESENT_IN,"('light', 'toxin content')",1
metabolic pathways,nitrogen,BIOSYNTHETIC_SYSTEM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,11800428,2001,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN,"('metabolic pathways', 'nitrogen')",1
metabolic pathways,oxidative stress,BIOSYNTHETIC_SYSTEM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,34974311,2022,DECREASES;INCREASES;INVOLVED_IN,"('metabolic pathways', 'oxidative stress')",1
metabolic pathways,saxitoxin biosynthesis,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,18850059,2008,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('metabolic pathways', 'saxitoxin biosynthesis')",1
neosaxitoxin,sxt Gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,27907126,2016,EVOLUTIONARY_LINK;PRESENT_IN,"('neosaxitoxin', 'sxt gene')",1
neosaxitoxin,sxtO,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,30296060,2018,,"('neosaxitoxin', 'sxto')",1
neurotoxin saxitoxin,paralytic shellfish toxin,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'paralytic shellfish toxin')",1
neurotoxin saxitoxin,paralytic shellfish toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'paralytic shellfish toxin biosynthesis')",1
neurotoxin saxitoxin,paralytic shellfish toxins,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'paralytic shellfish toxins')",1
neurotoxin saxitoxin,saxitoxin biosynthetic,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'saxitoxin biosynthetic')",1
neurotoxin saxitoxin,shellfish toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'shellfish toxin biosynthesis')",1
neurotoxin saxitoxin,sxt gene,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'sxt gene')",1
neurotoxin saxitoxin,toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'toxin biosynthesis')",1
neurotoxin saxitoxin,toxin profile,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'toxin profile')",1
neurotoxin saxitoxin,toxin profiles,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('neurotoxin saxitoxin', 'toxin profiles')",1
nitrate,SAXITOXIN,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,27034034,2009,INCREASES,"('nitrate', 'saxitoxin')",1
nitrate,paralytic shellfish toxins,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,24956074,2014,DECREASES;REGULATES,"('nitrate', 'paralytic shellfish toxins')",1
nitrate,precursor,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,24956074,2014,DECREASES;REGULATES,"('nitrate', 'precursor')",1
nitrate,sxtA,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073499,2016,INCREASES;INVOLVED_IN,"('nitrate', 'sxta')",1
nitrate,sxtA1,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073499,2016,INCREASES;INVOLVED_IN,"('nitrate', 'sxta1')",1
nitrate,sxtX,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,36689843,2023,DECREASES,"('nitrate', 'sxtx')",1
nitrate,temperature,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,36689843,2023,DECREASES,"('nitrate', 'temperature')",1
nitrate,toxin content,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,24956074,2014,DECREASES;REGULATES,"('nitrate', 'toxin content')",1
nitrate,transcriptional responses,ENV_FACTOR,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073499,2016,INCREASES;INVOLVED_IN,"('nitrate', 'transcriptional responses')",1
nitrate,up-regulated,ENV_FACTOR,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073499,2016,INCREASES;INVOLVED_IN,"('nitrate', 'up-regulated')",1
nitrogen,Paralytic shellfish toxins,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,26239440,2015,ASSOCIATED_WITH;INCREASES;INVOLVED_IN,"('nitrogen', 'paralytic shellfish toxins')",1
nitrogen,Saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,40209228,2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('nitrogen', 'saxitoxin')",1
nitrogen,nutrient limitation,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,23892224,2013,ASSOCIATED_WITH;EVOLUTIONARY_LINK,"('nitrogen', 'nutrient limitation')",1
nitrogen,pH,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,32090402,2020,,"('nitrogen', 'ph')",1
nitrogen,precursor,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,24956074,2014,DECREASES;REGULATES,"('nitrogen', 'precursor')",1
nitrogen,sxtA1,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073499,2016,INCREASES;INVOLVED_IN,"('nitrogen', 'sxta1')",1
nitrogen,sxtG,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073499,2016,INCREASES;INVOLVED_IN,"('nitrogen', 'sxtg')",1
nitrogen,toxin-producing,ENV_FACTOR,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,1,1,33128150,2021,DECREASES;INCREASES,"('nitrogen', 'toxin-producing')",1
nitrogen,up-regulated,ENV_FACTOR,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073499,2016,INCREASES;INVOLVED_IN,"('nitrogen', 'up-regulated')",1
non-STX producing,Saxitoxin,TOXIN_PHENOTYPE,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,14660387,2003,DECREASES;INCREASES,"('non-stx producing', 'saxitoxin')",1
non-STX producing,saxitoxin,TOXIN_PHENOTYPE,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,14660387,2003,DECREASES;INCREASES,"('non-stx producing', 'saxitoxin')",1
nutrient limitation,temperature,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,23892224,2013,ASSOCIATED_WITH;EVOLUTIONARY_LINK,"('nutrient limitation', 'temperature')",1
other toxins,toxin profile,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('other toxins', 'toxin profile')",1
other toxins,toxin profiles,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('other toxins', 'toxin profiles')",1
oxidative stress,upregulated,ENV_FACTOR,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,33631698,2021,INCREASES;INVOLVED_IN,"('oxidative stress', 'upregulated')",1
paralytic shellfish poisoning toxins,saxitoxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish poisoning toxins', 'saxitoxin biosynthesis')",1
paralytic shellfish poisoning toxins,toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish poisoning toxins', 'toxin biosynthesis')",1
paralytic shellfish poisoning toxins,toxin content,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish poisoning toxins', 'toxin content')",1
paralytic shellfish poisoning toxins,toxin profile,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish poisoning toxins', 'toxin profile')",1
paralytic shellfish poisoning toxins,toxin profiles,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish poisoning toxins', 'toxin profiles')",1
paralytic shellfish toxin,paralytic shellfish toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'paralytic shellfish toxin biosynthesis')",1
paralytic shellfish toxin,pst biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'pst biosynthesis')",1
paralytic shellfish toxin,saxitoxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'saxitoxin biosynthesis')",1
paralytic shellfish toxin,saxitoxin biosynthetic,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'saxitoxin biosynthetic')",1
paralytic shellfish toxin,shellfish toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'shellfish toxin biosynthesis')",1
paralytic shellfish toxin,stx biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'stx biosynthesis')",1
paralytic shellfish toxin,sxt gene,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'sxt gene')",1
paralytic shellfish toxin,toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'toxin biosynthesis')",1
paralytic shellfish toxin,toxin biosynthesis genes,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'toxin biosynthesis genes')",1
paralytic shellfish toxin,toxin content,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'toxin content')",1
paralytic shellfish toxin,toxin production,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'toxin production')",1
paralytic shellfish toxin,toxin profile,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'toxin profile')",1
paralytic shellfish toxin,toxin profiles,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin', 'toxin profiles')",1
paralytic shellfish toxin biosynthesis,paralytic shellfish toxins,PHRASE_BIOSYNTHESIS,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'paralytic shellfish toxins')",1
paralytic shellfish toxin biosynthesis,pst biosynthesis,PHRASE_BIOSYNTHESIS,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'pst biosynthesis')",1
paralytic shellfish toxin biosynthesis,saxitoxin biosynthetic,PHRASE_BIOSYNTHESIS,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'saxitoxin biosynthetic')",1
paralytic shellfish toxin biosynthesis,shellfish toxin biosynthesis,PHRASE_BIOSYNTHESIS,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'shellfish toxin biosynthesis')",1
paralytic shellfish toxin biosynthesis,sxt gene,PHRASE_BIOSYNTHESIS,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'sxt gene')",1
paralytic shellfish toxin biosynthesis,toxin biosynthesis,PHRASE_BIOSYNTHESIS,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'toxin biosynthesis')",1
paralytic shellfish toxin biosynthesis,toxin biosynthesis genes,PHRASE_BIOSYNTHESIS,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'toxin biosynthesis genes')",1
paralytic shellfish toxin biosynthesis,toxin profile,PHRASE_BIOSYNTHESIS,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'toxin profile')",1
paralytic shellfish toxin biosynthesis,toxin profiles,PHRASE_BIOSYNTHESIS,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxin biosynthesis', 'toxin profiles')",1
paralytic shellfish toxins,Phosphate,TOXIN,ENV_FACTOR,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,27542935,2016,INCREASES,"('paralytic shellfish toxins', 'phosphate')",1
paralytic shellfish toxins,Saxitoxin Biosynthesis,TOXIN,BIOLOGICAL_MECHANISM,TOXIN_MECHANISM_RELATION,cyano_train,1,1,38270276,2024,DECREASES;PRESENT_IN,"('paralytic shellfish toxins', 'saxitoxin biosynthesis')",1
paralytic shellfish toxins,phylogeny,TOXIN,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,19331657,2009,EVOLUTIONARY_LINK;INVOLVED_IN,"('paralytic shellfish toxins', 'phylogeny')",1
paralytic shellfish toxins,produce saxitoxin,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'produce saxitoxin')",1
paralytic shellfish toxins,pst biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'pst biosynthesis')",1
paralytic shellfish toxins,saxitoxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'saxitoxin biosynthesis')",1
paralytic shellfish toxins,saxitoxin biosynthesis genes,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'saxitoxin biosynthesis genes')",1
paralytic shellfish toxins,saxitoxin biosynthesis genes,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,29705145,2018,,"('paralytic shellfish toxins', 'saxitoxin biosynthesis genes')",1
paralytic shellfish toxins,saxitoxin biosynthetic,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'saxitoxin biosynthetic')",1
paralytic shellfish toxins,saxitoxin production,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'saxitoxin production')",1
paralytic shellfish toxins,shellfish toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'shellfish toxin biosynthesis')",1
paralytic shellfish toxins,stx biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'stx biosynthesis')",1
paralytic shellfish toxins,stx genes,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'stx genes')",1
paralytic shellfish toxins,sxt gene,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'sxt gene')",1
paralytic shellfish toxins,sxt genes,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'sxt genes')",1
paralytic shellfish toxins,sxtA4,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,41334952,2025,ASSOCIATED_WITH;INCREASES,"('paralytic shellfish toxins', 'sxta4')",1
paralytic shellfish toxins,sxtI,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,36326655,2022,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN,"('paralytic shellfish toxins', 'sxti')",1
paralytic shellfish toxins,sxtN,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,30296060,2018,,"('paralytic shellfish toxins', 'sxtn')",1
paralytic shellfish toxins,sxta gene,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'sxta gene')",1
paralytic shellfish toxins,temperature,TOXIN,ENV_FACTOR,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,30650549,2019,PRESENT_IN,"('paralytic shellfish toxins', 'temperature')",1
paralytic shellfish toxins,toxin biosynthesis,PHRASE_TOXIN_PHENOTYPE,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'toxin biosynthesis')",1
paralytic shellfish toxins,toxin biosynthesis genes,PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'toxin biosynthesis genes')",1
paralytic shellfish toxins,toxin content,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'toxin content')",1
paralytic shellfish toxins,toxin production,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'toxin production')",1
paralytic shellfish toxins,toxin profile,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'toxin profile')",1
paralytic shellfish toxins,toxin profiles,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('paralytic shellfish toxins', 'toxin profiles')",1
