Source,Target,CN,WCN,AA,PA,Jaccard,Embedding_Cosine,Embedding_L2,Original_Score,Bio_Bonus,Common_Neighbors_Original,Weighted_Common_Neighbors_Original,Bridge_Nodes,Match,RF_Prob,GB_Prob,LR_Prob,ML_Score,Original_Score_Norm,ML_Score_Norm,Final_AI_Score
saxitoxin biosynthesis,less toxic,6,27.0,1.1624958103932825,1005,0.07894736842105263,0.15291576087474823,2.416971206665039,66.4868648587292,17,6,27.0,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content,0,0.06333333333333334,0.030404320732042068,0.022154648265427575,0.04275095852589713,0.02086713774754026,0.040614271045174094,0.029753347731475487
sulfocarbamoyl toxin,toxic profiles,9,29.0,1.826896795444826,1026,0.16071428571428573,0.2456519901752472,2.525160551071167,61.617498589542784,10,9,29.0,alexandrium;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0,0.06666666666666667,0.05951613009814141,0.045070198914755555,0.06093175160721293,0.0059221574504806085,0.05887755725531931,0.029752087362658025
pyrodinium bahamense,pst-producing,7,37.0,1.4232529683051431,589,0.16666666666666666,0.20966483652591705,2.3617310523986816,72.03968853067367,16,7,37.0,alexandrium;biosynthesis;dinoflagellates;gymnodinium;gymnodinium catenatum;saxitoxin;sxta,0,0.02,0.02123311582636443,0.03265930824997657,0.021882488738179873,0.03790977446505342,0.01965111312372299,0.029693376861454727
temperature,secondary metabolite,8,23.0,1.655558813032839,1326,0.09302325581395349,0.14391332864761353,2.572636127471924,70.10395453974441,17,8,23.0,alexandrium;alexandrium tamarense;biosynthesis;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin content and composition,0,0.02666666666666667,0.02992023519542896,0.034009568072924004,0.02902774107167355,0.03196865096858248,0.026828786167283014,0.029655711807997722
phylogeny,neurotoxin saxitoxin,7,16.0,1.38795230050814,306,0.19444444444444445,0.2192329466342926,2.311635971069336,73.06526002656122,22,7,16.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0,0.023333333333333334,0.011095035154994447,0.030748983430611183,0.017955749253891675,0.0410574419338689,0.015706556538458608,0.029649543505934267
toxic alexandrium,sxta and sxtg,9,47.0,1.8064135611509968,660,0.20930232558139536,0.17806465923786163,2.450202226638794,72.24758978707072,11,9,47.0,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin production,0,0.016666666666666666,0.024222967245781872,0.02170677253569709,0.020948827543127314,0.0385478616428962,0.01871321555499289,0.02962227090333971
phosphorus,down-regulated,9,31.0,1.847985242439091,867,0.15254237288135594,0.22643506526947021,2.3289732933044434,62.4504041215712,10,9,31.0,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium;toxin content,0,0.07666666666666666,0.03495714290276462,0.09339288083395672,0.05748452620144465,0.008478497655210443,0.05541469048516003,0.02959978442868776
phosphorus,starting gene,8,22.0,1.7266986225339305,714,0.14035087719298245,0.21779190003871918,2.406543254852295,69.49678438602294,17,8,22.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;dinoflagellates;producing dinoflagellate;saxitoxin;sxta,0,0.013333333333333334,0.03333492137081244,0.08899734699666556,0.030900528718406112,0.03010513414058133,0.02871007135930533,0.02947735588900713
nitrogen,origin of saxitoxin,6,18.0,1.2045010171392128,949,0.075,0.06303916871547699,2.548248052597046,74.02838011356785,23,6,18.0,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0,0.006666666666666667,0.020008758368276182,0.011166528258179638,0.013787698676622722,0.0440134345473433,0.011519593940591854,0.02939120627430515
gene copy number,pst biosynthesis,6,43.0,1.1582904869081867,180,0.3,0.1970588117837906,2.4564576148986816,73.62475084819482,17,6,43.0,alexandrium;dinoflagellates;paralytic shellfish toxins;saxitoxin;sxta;toxin content,0,0.02666666666666667,0.008366947550566514,0.003983383501638274,0.015248478792113752,0.04277462212600444,0.01298700216750353,0.029370193144679032
nutrient limitation,toxin content and composition,8,42.0,1.7011112391443863,975,0.14285714285714285,0.20870473980903625,2.3845276832580566,65.63802488058187,10,8,42.0,alexandrium;gonyautoxins;nitrogen;saxitoxin;strains of alexandrium;toxin composition;toxin content;toxin profile,0,0.023333333333333334,0.05678387557485781,0.0731809532286511,0.04504336644362735,0.018261891798176083,0.042917080483940336,0.02935672670677
gene transfer,toxic cyanobacteria,6,48.0,1.238731213053096,462,0.16216216216216217,0.2218213677406311,2.475783109664917,72.82878889274176,15,6,48.0,cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;sxtg,0,0.023333333333333334,0.014199095610484186,0.01757820364889475,0.018190701503464902,0.04033166854973902,0.015942574855177867,0.029356576387186504
phylogenetic analysis,other saxitoxin derivatives,9,31.0,1.8158767326818368,936,0.16666666666666666,0.20221245288848877,2.396407127380371,62.42386573815456,10,9,31.0,alexandrium;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0,0.07666666666666666,0.04266443694594578,0.05027131417162989,0.05702601655680255,0.008397046477510522,0.05495410040898693,0.029347720746674907
evolution,neurotoxin saxitoxin,7,16.0,1.38795230050814,477,0.12962962962962962,0.23069749772548676,2.3084535598754883,73.30151864955424,22,7,16.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0,0.01,0.013904131303087548,0.052438592106179585,0.01619592486216173,0.041782563083202995,0.013938747158416281,0.029252845917048978
producing dinoflagellate,secondary metabolites,8,22.0,1.7881269048284156,688,0.1568627450980392,0.2475549429655075,2.7451138496398926,63.614907230687294,14,8,22.0,biosynthesis;cyanobacteria;dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;saxitoxin synthesis;sxta,0,0.07,0.04088748447113354,0.03791732816820965,0.052235475052387736,0.01205257178714314,0.05014182240739519,0.029192734566256564
alexandrium spp,saxitoxin production,8,42.0,1.5801445980491775,468,0.2222222222222222,0.2663075923919678,2.1989521980285645,64.88456715669986,10,8,42.0,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin production,0,0.043333333333333335,0.049235030521311736,0.054445708401978134,0.047395419434187014,0.01594939152286501,0.045279805627771647,0.029148077870072994
toxin-producing,toxin analogues,9,43.0,1.8655294958261033,999,0.16363636363636364,0.13543109595775604,2.4804489612579346,66.5080407462142,9,9,43.0,alexandrium;alexandrium catenella;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;saxitoxin;toxin profile,0,0.06333333333333334,0.02513583898172258,0.032172262755271165,0.041118479099721744,0.0209321304393488,0.03897438444291939,0.02905114474095557
pst biosynthesis,homologs,7,37.0,1.4543747316048825,468,0.16279069767441862,0.2224668264389038,2.4387874603271484,71.98782597054671,16,7,37.0,alexandrium;biosynthesis;dinoflagellates;genes involved;saxitoxin;sxta;toxin production,0,0.023333333333333334,0.01571928221264964,0.031171222100366085,0.020310096649694763,0.03775059873326317,0.018071586498116996,0.02889504322744739
pyrodinium bahamense,core genes,5,50.0,1.0350395478648244,496,0.12195121951219512,0.20621716976165771,2.3972623348236084,73.24004850805667,16,5,50.0,alexandrium;biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta,0,0.013333333333333334,0.01627530453319152,0.02116178935432703,0.015587164535361797,0.04159389991786422,0.013327224655959855,0.028873896050007255
toxic alexandrium,toxic dinoflagellates,6,71.0,1.1306246614198843,220,0.23076923076923078,0.2930675148963928,2.220313787460327,69.65213845701147,8,6,71.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,1,0.04,0.02196211470538713,0.01901107456534581,0.028882164809228145,0.030581944345778656,0.026682549370320843,0.028827216606822643
gene transfer,variations in toxin,5,20.0,1.001069781606891,154,0.20833333333333334,0.34200337529182434,2.096006155014038,69.5614046210847,22,5,20.0,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis,0,0.02,0.0275671462524337,0.07283749027847516,0.029067322154064365,0.03030346552220295,0.02686854684400254,0.02875775211701277
alexandrium fundyense,toxin composition profiles,8,36.0,1.649150149044337,969,0.12903225806451613,0.217712864279747,2.3973960876464844,60.44143356954402,9,8,36.0,alexandrium;alexandrium tamarense;dominant toxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin profile,0,0.07333333333333333,0.05471976238309778,0.06261109580311328,0.06295432410519355,0.0023125976884298127,0.060909306929064294,0.02868111684671533
horizontal gene transfer,neurotoxin saxitoxin,7,16.0,1.38795230050814,198,0.2916666666666667,0.27043336629867554,2.312709093093872,74.86336569567075,23,7,16.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0,0.006666666666666667,0.00855834339552636,0.020865379425691766,0.009032376306999023,0.0465761588081621,0.006742694876315274,0.02865110003883103
producing dinoflagellate,saxitoxin derivatives,8,37.0,1.6286634222719851,1677,0.10810810810810811,0.15622806549072266,2.4565329551696777,61.0953538220625,9,8,37.0,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0,0.03333333333333333,0.08530491760234274,0.04307189438435536,0.06029298157294024,0.004319599164490456,0.05823588888000649,0.02858192953647267
sxtg,all toxins,7,16.0,1.4815433383296233,1224,0.10294117647058823,0.11843013018369675,2.4099249839782715,68.04988249183457,19,7,16.0,alexandrium;dinoflagellates;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;toxin production,0,0.043333333333333335,0.02440415817418042,0.046538679835882536,0.0341892804040118,0.02566432621917672,0.032013745354145556,0.028521564829912697
evolution,nutrient limitation,6,40.0,1.1992531910584465,1325,0.08450704225352113,0.11044348031282425,2.4745326042175293,71.23875282678966,16,6,40.0,alexandrium;dinoflagellates;producing dinoflagellates;saxitoxin;toxin production;toxin profile,0,0.016666666666666666,0.0279328869110698,0.01644118266736035,0.022277228388937604,0.03545155554044621,0.020047643857450448,0.028519795283098122
toxic dinoflagellate,toxin biosynthesis,6,36.0,1.183908242797028,477,0.10714285714285714,0.15183322131633759,2.0907464027404785,68.6256382306658,16,6,36.0,alexandrium;dinoflagellates;gonyautoxins;saxitoxin;toxin content;toxin production,1,0.05,0.012283256600057935,0.05839650160827551,0.03198127846085652,0.027431426432443173,0.029795724871758376,0.028495360730135016
homologs,dinoflagellates and cyanobacteria,7,40.0,1.4113477922667952,351,0.17073170731707318,0.2827299237251282,2.259403705596924,71.21991018007328,15,7,40.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0,0.02,0.016585626966449277,0.059972884885644256,0.022290101971789062,0.0353937239935152,0.020060575852612297,0.028493807330108895
toxin composition,saxitoxin production,8,41.0,1.6027050481653888,1602,0.08163265306122448,0.09087678045034409,2.454434394836426,62.98232835945457,9,8,41.0,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin production,0,0.02666666666666667,0.07868129755997275,0.029850700166034964,0.05299238546325654,0.010111070933791044,0.05090216720683862,0.028467064256662455
producing dinoflagellates,secondary metabolite,8,21.0,1.6332907910624384,1156,0.1038961038961039,0.1870872974395752,2.489264488220215,66.97768671311907,16,8,21.0,alexandrium;alexandrium tamarense;biosynthesis;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium;toxin content,0,0.04,0.03472047236900827,0.04708305769707492,0.03806854195421163,0.022373560254641656,0.03591060857999245,0.028465232001049515
paralytic toxin,differences in toxin,9,31.0,1.90588932697838,768,0.19148936170212766,0.18873177468776703,2.430058240890503,60.571017984165096,9,9,31.0,alexandrium;dinoflagellates;each toxin;gonyautoxins;producing dinoflagellates;saxitoxin;toxin composition;toxin content;toxin profile,0,0.09,0.04077992444383244,0.05580343271356598,0.061970305493272815,0.0027103160805690696,0.059920823452835344,0.028455044398088894
gene transfer,neurotoxin saxitoxin,7,16.0,1.38795230050814,198,0.2916666666666667,0.3042481541633606,2.2997491359710693,72.86336569567075,22,7,16.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0,0.013333333333333334,0.016114917807047626,0.02642054258042986,0.01603284649490013,0.040437791114759286,0.013774928842974224,0.02843950309245601
biosynthesis genes,sxta4 gene,5,32.0,1.0350395478648244,165,0.23809523809523808,0.36242613196372986,2.101161479949951,63.65746605346799,16,5,32.0,alexandrium;biosynthesis;saxitoxin;saxitoxin biosynthesis;sxta,0,0.06666666666666667,0.03274643144900652,0.0734668596222153,0.05038656835339146,0.012183192638556273,0.048284526519993785,0.028428792885203155
producing dinoflagellate,pst biosynthesis,6,44.0,1.1660596647021781,516,0.125,0.16518975794315338,2.3619391918182373,72.60960368681899,16,6,44.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish toxins;saxitoxin;sxta,0,0.023333333333333334,0.011740455793007261,0.017424536284372884,0.016946014858274253,0.03965894885628493,0.01469224059630421,0.02842393013929361
gene cluster,toxin analogues,8,29.0,1.5763376753620824,925,0.14814814814814814,0.15007762610912323,2.705590009689331,68.59638729769901,15,8,29.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0,0.05,0.02212554368070395,0.008145103447106564,0.03187728218506263,0.027341649941480556,0.029691256725560458,0.028398972994316513
evolution,alexandrium tamarense species,8,22.0,1.8194717901798076,689,0.14035087719298245,0.18945547938346863,2.6369528770446777,71.80431428041723,18,8,22.0,alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;psp toxin profile;saxitoxin;sxta;toxin profile,0,0.0,0.028703897389678133,0.05484056730240735,0.0198360054250798,0.037187367618236905,0.017595344142454332,0.028370957054134747
toxin accumulation,toxin synthesis,8,51.0,1.5837750985251846,660,0.17777777777777778,0.18529805541038513,2.355879545211792,69.47038083406497,10,8,51.0,alexandrium;alexandrium catenella;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin production,0,0.03666666666666667,0.022281023189672032,0.02608360019488462,0.028415538280991148,0.0300240967854164,0.02621380558118456,0.028309465743512074
phylogeny,non-toxic species,8,26.0,1.7186069294707313,442,0.20512820512820512,0.24820052087306976,2.4391160011291504,71.24087744992187,17,8,26.0,cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta;sxtg;toxin production,0,0.006666666666666667,0.027317511439136324,0.05420382561590408,0.021745804947825235,0.0354580763994439,0.019513809147357973,0.028283156136005235
alexandrium pacificum,horizontal gene,7,40.0,1.4018631901754914,506,0.18421052631578946,0.2249133586883545,2.2818875312805176,73.37072601826088,16,7,40.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0,0.01,0.012288844672974404,0.03639329751012843,0.013783752087500045,0.04199497322131013,0.01151562944430289,0.028279268521656874
phylogeny,fed with the toxic,8,32.0,1.5501785857219617,918,0.1509433962264151,0.1461852490901947,2.5846784114837646,72.0367828149131,16,8,32.0,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0,0.016666666666666666,0.022102387176424564,0.010471151501884874,0.018764975405067438,0.03790085628917797,0.016519454454493168,0.02827922546356981
saxitoxin biosynthesis,toxins in the adriatic,6,20.0,1.236026894374051,1273,0.075,0.17763888835906982,2.4159719944000244,61.320315044655786,16,6,20.0,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;toxic species,0,0.09,0.03666419662230087,0.04419247375615975,0.05875134568676641,0.005010046515007971,0.0566872580092246,0.028264791687405453
dcstx,biosynthesis in dinoflagellates,7,33.0,1.5146970230972883,912,0.11666666666666667,0.18956415355205536,2.3518776893615723,68.3903491503577,15,7,33.0,alexandrium;dinoflagellate species;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin,0,0.01,0.04119487340531519,0.07680588081154904,0.0322780247838125,0.0267092809878563,0.030093817644923637,0.028232322483536604
biosynthesis genes,saxitoxin biosynthesis gene,5,42.0,1.003977885085862,120,0.2777777777777778,0.30456477403640747,2.299659013748169,64.41428453800236,14,5,42.0,biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0,0.1,0.011182205010516926,0.015279129100697585,0.04711901541532823,0.014506007706174218,0.045002147459424734,0.028229270595136954
gene expression,psp toxin production,7,47.0,1.3680609156182884,264,0.25925925925925924,0.26415178179740906,2.144160509109497,64.42104543645556,10,7,47.0,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,0,0.09,0.015208667957802588,0.034516754694979404,0.04705600944839923,0.014526758146495955,0.04493885561061348,0.028212202005348845
sxta and sxtg,dinoflagellate species,8,31.0,1.6151163625639393,570,0.1951219512195122,0.18841293454170227,2.4852118492126465,73.5832201215741,17,8,31.0,alexandrium;biosynthesis;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,0,0.0033333333333333335,0.018980812987822285,0.019486294752945107,0.012772369302538987,0.04264715669071836,0.01049965763343947,0.028180782114942862
genus alexandrium,metabolic pathways,7,22.0,1.4014322991975727,576,0.0958904109589041,0.21628443896770477,2.10886549949646,64.42548565380619,16,7,22.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;toxin production,0,0.02666666666666667,0.04648788754894039,0.12875940794907473,0.04678655123604434,0.014540385989864346,0.04466817476451943,0.028097890938459134
saxitoxin analogues,other saxitoxin,9,34.0,1.8596367171177748,1053,0.15789473684210525,0.20801159739494324,2.3663835525512695,64.08553015307123,10,9,34.0,alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin content;toxin profile,0,0.03666666666666667,0.05096384524732298,0.07812770301687892,0.047961359592016056,0.01349700005841134,0.04584831366996858,0.028055091183612102
light,saxitoxin-producing dinoflagellates,9,29.0,1.8764381952309543,600,0.225,0.21532419323921204,2.381497383117676,67.42311062553091,13,9,29.0,alexandrium;dinoflagellates;gonyautoxins;nitrogen;phosphorus;saxitoxin;toxin content;toxin production;toxin profile,0,0.043333333333333335,0.02576635185165523,0.05149454131128411,0.035365963390289364,0.023740648131550635,0.033195767395806694,0.027995451800465865
involved in stx,variations in toxin,6,21.0,1.2150729123496746,196,0.20689655172413793,0.3636415898799896,1.9417976140975952,60.83273564984895,16,6,21.0,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin production,0,0.05,0.042034921287351534,0.189195157603213,0.059936976403997075,0.0035135757124823697,0.057878268381075564,0.027977687413349307
stx biosynthesis genes,gene cluster,6,27.0,1.2923322702923605,350,0.1875,0.19588394463062286,2.604691505432129,64.33230580378873,16,6,27.0,alexandrium;biosynthesis;dinoflagellates;gene expression;saxitoxin;sxta,0,0.09666666666666666,0.01380986775732282,0.012048199193282715,0.04677642046465635,0.014254399899352704,0.04465799802599318,0.027936019056340917
toxin synthesis,each toxin,9,38.0,1.835548232759122,1320,0.140625,0.1608797311782837,2.4425411224365234,66.09394402225462,10,9,38.0,alexandrium;alexandrium fundyense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin content;toxin production,0,0.03666666666666667,0.04173978333003381,0.04654100365901362,0.04019065869758493,0.019661191463200056,0.03804235416898977,0.027932714680805427
producing dinoflagellate,gene copy number,7,59.0,1.368491806596207,645,0.13725490196078433,0.13713157176971436,2.5669829845428467,68.84405463503373,9,7,59.0,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,0,0.05333333333333334,0.015637764719194792,0.007679426418932685,0.029920158334824,0.028101786532583828,0.027725252664805664,0.027932346292083656
evolution,alexandrium tamarense species complex,8,22.0,1.8194717901798076,689,0.14035087719298245,0.170260950922966,2.5834240913391113,71.80431428041723,18,8,22.0,alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;psp toxin profile;saxitoxin;sxta;toxin profile,0,0.0033333333333333335,0.022645264319475594,0.06023625758821802,0.018679591251892932,0.037187367618236905,0.01643368288114858,0.027848209486547162
producing dinoflagellates,toxin profiles and toxin,9,30.0,1.8523021556579689,1904,0.10344827586206896,0.12870487570762634,2.3307323455810547,62.43213902165274,10,9,30.0,alexandrium;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0,0.02,0.07167940957018704,0.09781863080237643,0.05362156786533116,0.008422438705582319,0.051534204447242875,0.02782273328932957
biosynthesis genes,stx-producing dinoflagellates,5,26.0,1.0094403563697762,210,0.20833333333333334,0.2724038362503052,2.2630414962768555,72.70046284031136,22,5,26.0,alexandrium;dinoflagellates;evolution;saxitoxin;sxta,0,0.016666666666666666,0.011724282217120937,0.027437133091904188,0.015272521084417554,0.0399378123025087,0.013011153548773224,0.02782081586332774
saxitoxin synthesis,metabolic pathways,7,21.0,1.4014322991975727,200,0.2692307692307692,0.35989677906036377,2.0733728408813477,63.41227765507438,16,7,21.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;toxin production,0,0.04,0.04792832467475108,0.09829320032965765,0.049793482370341306,0.011430664366808008,0.04768874948170815,0.027746802668513072
toxic alexandrium,gene transfer,6,48.0,1.1678477182779812,484,0.15789473684210525,0.23964600265026093,2.4712862968444824,72.64372600480516,15,6,48.0,alexandrium;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0,0.016666666666666666,0.014136217199509128,0.013592392442987837,0.015094014510720014,0.039763676523460106,0.012831837023292225,0.027644348748384562
pyrodinium,toxin biosynthesis,6,39.0,1.207303734555683,333,0.15,0.20969067513942719,2.216752529144287,72.07494462315833,17,6,39.0,alexandrium;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,0,0.02,0.010225980664333396,0.04100879369101322,0.017213869701268023,0.038017981894605146,0.014961310797944428,0.027642479901107825
sxta and sxtg,toxin biosynthetic,7,17.0,1.4815433383296233,720,0.14893617021276595,0.09043154865503311,2.619082450866699,70.29475919935746,20,7,17.0,alexandrium;dinoflagellates;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;toxin production,0,0.043333333333333335,0.010625772927314172,0.011776147290092794,0.0238238345259997,0.03255426554774221,0.02160126753102717,0.027625416440220443
saxitoxin and its analogues,saxitoxin synthesis,7,26.0,1.4244236402917028,175,0.28,0.31321531534194946,2.1263153553009033,63.91047493198213,15,7,26.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis,0,0.07333333333333333,0.023473488624677727,0.06496542073697303,0.047566619719369506,0.012959723401563927,0.04545178271334552,0.027581150091865646
pyrodinium,dominant toxins,9,33.0,1.8881411310452147,1480,0.1323529411764706,0.06212536245584488,2.73288631439209,63.87045483972287,10,9,33.0,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;species of alexandrium;toxin content;toxin production,0,0.05333333333333334,0.04998931459298126,0.01377393564430636,0.04770538419425461,0.012836894380858277,0.04559117681509302,0.02757632147626391
alexandrium tamarense species,species of alexandrium,8,23.0,1.6532928223105259,338,0.25806451612903225,0.27909231185913086,2.5071377754211426,69.42095299338506,17,8,23.0,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;sxta;toxin profile,0,0.016666666666666666,0.035726447915020866,0.024325230679904084,0.02696241369216751,0.02987239365522429,0.02475408761695783,0.027569155938004387
shellfish poisoning toxins,gene cluster,8,35.0,1.679159273876013,575,0.2,0.2841019630432129,2.487997531890869,59.780416262393096,9,8,35.0,alexandrium;alexandrium minutum;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt gene;sxta,0,0.05333333333333334,0.07434692838598908,0.04417522218699113,0.06292431974502699,0.00028381404693214596,0.060879166427776854,0.027551722618312267
saxitoxin analogues,all toxins,9,26.0,1.9019701268499754,648,0.21428571428571427,0.19052286446094513,2.396348237991333,59.990261577870925,10,9,26.0,alexandrium;dinoflagellates;each toxin;gonyautoxins;nitrogen;saxitoxin;toxin composition;toxin content;toxin profile,0,0.1,0.03341235329841634,0.054311394406718845,0.06213731608988006,0.0009278678995026657,0.0600885918396336,0.02755019367256159
strains of alexandrium,nutrient levels,9,35.0,1.8914335780808895,1512,0.1232876712328767,0.11413663625717163,2.66369366645813,64.94111675305179,10,9,35.0,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin content and composition;toxin profile,0,0.04,0.04998931459298126,0.025734750411384302,0.04356813233762906,0.016122952630525822,0.04143515268330423,0.027513442654276105
involved in stx,toxin analogues,8,29.0,1.6190969572443448,1036,0.14035087719298245,0.035019420087337494,2.6819801330566406,68.78358461248882,15,8,29.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin,0,0.04,0.025059855714193148,0.006478842705026839,0.02917781212759926,0.027916192916179333,0.026979538152302116,0.027494698272434587
sxt gene,saxitoxin production,7,37.0,1.3661414673063939,450,0.19444444444444445,0.16156472265720367,2.66788911819458,59.71355771937318,10,7,37.0,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,0,0.12333333333333334,0.026475511899686388,0.004471559433430603,0.0630182452265196,7.86128866814284e-05,0.060973518084673925,0.027481320225778053
sxtg,biosynthetic pathways,7,17.0,1.4815433383296233,1224,0.10294117647058823,0.07294274866580963,2.4521608352661133,68.54988249183457,19,7,17.0,alexandrium;dinoflagellates;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;toxin production,0,0.03666666666666667,0.02440415817418042,0.03081051976161713,0.029949797729918588,0.027198918142527423,0.02775502654503668,0.02744916692365659
toxic alexandrium,pst biosynthesis,6,37.0,1.1599582132148027,264,0.2222222222222222,0.1431671380996704,2.462174654006958,70.82350690324778,17,6,37.0,alexandrium;dinoflagellates;paralytic shellfish toxins;saxitoxin;sxta;toxin production,0,0.043333333333333335,0.00697639134373816,0.005219987941391779,0.021343527799341594,0.034177089459502846,0.019109706715428963,0.0273967672246696
saxitoxin biosynthesis gene,involved in stx,6,31.0,1.2278965088978682,224,0.2,0.33349964022636414,2.2845795154571533,61.937551943832666,14,6,31.0,biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0,0.06333333333333334,0.04771622955656759,0.05204475568606361,0.054395923680223494,0.006904460035549703,0.052312073807100595,0.027337886232747608
