Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
dinoflagellates,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TAXON_GROUP,2,2,18850059;38270276,2008.0;2024.0,"('dinoflagellates', 'saxitoxin biosynthesis')"
dinoflagellates,saxitoxin biosynthesis genes,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,2,2,38705616;40449983,2024.0;2025.0,"('dinoflagellates', 'saxitoxin biosynthesis genes')"
dinoflagellates,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,2,2,23423950;36965430,2013.0;2023.0,"('dinoflagellates', 'secondary metabolites')"
dinoflagellates,secondary metabolites,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOSYNTHETIC_SYSTEM,2,2,22628533;26316331,2013.0;2016.0,"('dinoflagellates', 'secondary metabolites')"
dinoflagellates,stx biosynthesis genes,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,2,2,38705616;41702991,2024.0;2026.0,"('dinoflagellates', 'stx biosynthesis genes')"
dinoflagellates,sxta4 domain,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE_DOMAIN,2,2,40449983;41702991,2025.0;2026.0,"('dinoflagellates', 'sxta4 domain')"
dinoflagellates,sxtd,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,2,2,38705616;41702991,2024.0;2026.0,"('dinoflagellates', 'sxtd')"
dinoflagellates,sxtg,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,2,2,23335767;28073499,2013.0;2016.0,"('dinoflagellates', 'sxtg')"
dinoflagellates,sxth,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,2,2,38705616;41702991,2024.0;2026.0,"('dinoflagellates', 'sxth')"
dinoflagellates,temperature,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,2,2,33875183;36689843,2021.0;2023.0,"('dinoflagellates', 'temperature')"
dinoflagellates,toxin content,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,2,26239440;28678186,2015.0;2017.0,"('dinoflagellates', 'toxin content')"
dinoflagellates,up-regulated,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,2,2,25421324;28073499,2014.0;2016.0,"('dinoflagellates', 'up-regulated')"
divergence,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,32307073;32456077,2020.0,"('divergence', 'paralytic shellfish toxins')"
divergence,phylogenetic analysis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,2,2,32307073;40449983,2020.0;2025.0,"('divergence', 'phylogenetic analysis')"
divergence,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,35031458;40449983,2022.0;2025.0,"('divergence', 'sxta')"
divergence,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,2,2,35031458;40449983,2022.0;2025.0,"('divergence', 'toxic cyanobacteria')"
divergent,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,29027912;39545400,2017.0;2025.0,"('divergent', 'paralytic shellfish toxins')"
downregulated,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,2,2,26568470;34974311,2016.0;2022.0,"('downregulated', 'saxitoxin')"
environmental conditions,environmental factors,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,22429476;38401471,2013.0;2024.0,"('environmental conditions', 'environmental factors')"
environmental conditions,evolution,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,ENV_FACTOR,2,2,21076133;27418325,2011.0;2016.0,"('environmental conditions', 'evolution')"
environmental conditions,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,2,2,22081581;32593754,2012.0;2020.0,"('environmental conditions', 'saxitoxin')"
environmental conditions,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,2,2,22081581;36689843,2012.0;2023.0,"('environmental conditions', 'saxitoxin biosynthesis')"
environmental conditions,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,30170723;36689843,2016.0;2023.0,"('environmental conditions', 'temperature')"
environmental factors,light,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,23892224;24333522,2013.0;2014.0,"('environmental factors', 'light')"
environmental factors,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,18461783;32732056,2008.0;2020.0,"('environmental factors', 'toxin production')"
evolution,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,19331657;20479965,2009.0;2010.0,"('evolution', 'metabolic pathways')"
evolution,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,19331657;23966031,2009.0;2013.0,"('evolution', 'paralytic shellfish poisoning')"
evolution,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,2,2,19118969;19331657,2009.0,"('evolution', 'phylogeny')"
evolution,pst biosynthesis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,2,2,19331657;26316331,2009.0;2016.0,"('evolution', 'pst biosynthesis')"
evolution,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,2,2,23966031;41591172,2013.0;2026.0,"('evolution', 'saxitoxin biosynthesis')"
evolution,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,26316331;34023075,2016.0;2021.0,"('evolution', 'secondary metabolites')"
evolution,secondary metabolites,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOSYNTHETIC_SYSTEM,2,2,21076133;22628533,2011.0;2013.0,"('evolution', 'secondary metabolites')"
evolutionary relationship,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,26316331;32307073,2016.0;2020.0,"('evolutionary relationship', 'paralytic shellfish toxins')"
expression levels,gene expression,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,REGULATION_EXPRESSION,2,2,29957289;40449983,2018.0;2025.0,"('expression levels', 'gene expression')"
gene expression,light,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,2,2,29957289;38928005,2018.0;2024.0,"('gene expression', 'light')"
gene expression,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,TOXIN,2,2,24956074;41334952,2014.0;2025.0,"('gene expression', 'paralytic shellfish toxins')"
gene expression,saxitoxin,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,TOXIN,2,2,16650472;24956074,2006.0;2014.0,"('gene expression', 'saxitoxin')"
gene expression,sxt genes,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,2,2,40209228;40449983,2025.0,"('gene expression', 'sxt genes')"
gene expression,toxic cyanobacteria,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,TAXON_GROUP,2,2,16650472;24956074,2006.0;2014.0,"('gene expression', 'toxic cyanobacteria')"
gene expression,toxin producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,REGULATION_EXPRESSION,2,2,16650472;18461783,2006.0;2008.0,"('gene expression', 'toxin producing')"
gene loss,gene transfer,SEMANTIC_CO_OCCURS,GENE_PRESENCE_ABSENCE,EVOLUTIONARY_PROCESS,2,2,21076133;40209228,2011.0;2025.0,"('gene loss', 'gene transfer')"
gene loss,horizontal gene transfer,SEMANTIC_CO_OCCURS,GENE_PRESENCE_ABSENCE,EVOLUTIONARY_PROCESS,2,2,21076133;40209228,2011.0;2025.0,"('gene loss', 'horizontal gene transfer')"
gene loss,nitrogen,SEMANTIC_CO_OCCURS,GENE_PRESENCE_ABSENCE,ENV_FACTOR,2,2,21076133;40209228,2011.0;2025.0,"('gene loss', 'nitrogen')"
gene transfer,homology,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,2,2,18487408;38705616,2008.0;2024.0,"('gene transfer', 'homology')"
gene transfer,metabolic pathway,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,18850059;19331657,2008.0;2009.0,"('gene transfer', 'metabolic pathway')"
gene transfer,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,18850059;19331657,2008.0;2009.0,"('gene transfer', 'metabolic pathways')"
gene transfer,nitrogen,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,ENV_FACTOR,2,2,21076133;40209228,2011.0;2025.0,"('gene transfer', 'nitrogen')"
gene transfer,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,19331657;39545400,2009.0;2025.0,"('gene transfer', 'paralytic shellfish toxins')"
gene transfer,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,2,2,18487408;40209228,2008.0;2025.0,"('gene transfer', 'saxitoxin biosynthesis')"
gene transfer,stx biosynthesis genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,38705616;40209228,2024.0;2025.0,"('gene transfer', 'stx biosynthesis genes')"
gene transfer,sxt genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,38705616;40209228,2024.0;2025.0,"('gene transfer', 'sxt genes')"
gene transfer,sxtg,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,23335767;38705616,2013.0;2024.0,"('gene transfer', 'sxtg')"
gonyautoxins,sxtn,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,27907126;30296060,2016.0;2018.0,"('gonyautoxins', 'sxtn')"
gonyautoxins,toxin producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TOXIN,2,2,27907126;29705145,2016.0;2018.0,"('gonyautoxins', 'toxin producing')"
gymnodinium,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TAXON_GROUP,2,2,23335767;38270276,2013.0;2024.0,"('gymnodinium', 'saxitoxin biosynthesis')"
gymnodinium catenatum,paralytic shellfish poisoning,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,2,2,33875178;40449983,2021.0;2025.0,"('gymnodinium catenatum', 'paralytic shellfish poisoning')"
gymnodinium catenatum,saxitoxin,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,2,2,19041661;40449983,2009.0;2025.0,"('gymnodinium catenatum', 'saxitoxin')"
gymnodinium catenatum,saxitoxin,SPECIES_ASSOCIATED_WITH_TOXIN,TOXIN,SPECIES,2,2,23335767;38270276,2013.0;2024.0,"('gymnodinium catenatum', 'saxitoxin')"
gymnodinium catenatum,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,SPECIES,2,2,23335767;38270276,2013.0;2024.0,"('gymnodinium catenatum', 'saxitoxin biosynthesis')"
hgt,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,19484122;39003021,2009.0;2024.0,"('hgt', 'saxitoxin')"
hgt,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,19484122;39003021,2009.0;2024.0,"('hgt', 'sxta')"
homologs,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,2,2,23966031;40449983,2013.0;2025.0,"('homologs', 'saxitoxin biosynthesis')"
homologs,sxt genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,25421324;40449983,2014.0;2025.0,"('homologs', 'sxt genes')"
homology,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,27474710;2987916,1985.0;2016.0,"('homology', 'paralytic shellfish toxins')"
homology,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,2,2,18487408;35198665,2008.0;2022.0,"('homology', 'saxitoxin biosynthesis')"
homology,saxitoxin biosynthesis genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,35198665;38705616,2022.0;2024.0,"('homology', 'saxitoxin biosynthesis genes')"
homology,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,33298362;38705616,2020.0;2024.0,"('homology', 'sxta')"
horizontal gene transfer,metabolic pathway,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,18850059;19331657,2008.0;2009.0,"('horizontal gene transfer', 'metabolic pathway')"
horizontal gene transfer,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,18850059;19331657,2008.0;2009.0,"('horizontal gene transfer', 'metabolic pathways')"
horizontal gene transfer,nitrogen,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,ENV_FACTOR,2,2,21076133;40209228,2011.0;2025.0,"('horizontal gene transfer', 'nitrogen')"
horizontal gene transfer,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,19331657;39545400,2009.0;2025.0,"('horizontal gene transfer', 'paralytic shellfish toxins')"
horizontal gene transfer,stx biosynthesis genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,38705616;40209228,2024.0;2025.0,"('horizontal gene transfer', 'stx biosynthesis genes')"
horizontal gene transfer,sxt genes,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,38705616;40209228,2024.0;2025.0,"('horizontal gene transfer', 'sxt genes')"
horizontal gene transfer,sxtg,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,23335767;38705616,2013.0;2024.0,"('horizontal gene transfer', 'sxtg')"
light,paralytic shellfish toxins,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,25421324;25825710,2014.0;2015.0,"('light', 'paralytic shellfish toxins')"
light,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,23892224;28073481,2013.0;2016.0,"('light', 'salinity')"
light,sxt genes,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,2,2,25421324;34200983,2014.0;2021.0,"('light', 'sxt genes')"
light,sxta,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,2,2,25421324;34520086,2014.0;2021.0,"('light', 'sxta')"
light,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,2,2,34520086;38786590,2021.0;2024.0,"('light', 'toxic cyanobacteria')"
light,toxin content,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,23064102;38786590,2012.0;2024.0,"('light', 'toxin content')"
light,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,34200983;38786590,2021.0;2024.0,"('light', 'toxin production')"
metabolic pathway,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOSYNTHETIC_SYSTEM,2,2,18850059;19331657,2008.0;2009.0,"('metabolic pathway', 'metabolic pathways')"
metabolic pathway,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,2,2,18850059;19331657,2008.0;2009.0,"('metabolic pathway', 'paralytic shellfish poisoning')"
metabolic pathway,phylogeny,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,18850059;19331657,2008.0;2009.0,"('metabolic pathway', 'phylogeny')"
metabolic pathways,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,2,2,18850059;19331657,2008.0;2009.0,"('metabolic pathways', 'paralytic shellfish poisoning')"
metabolic pathways,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,BIOSYNTHETIC_SYSTEM,2,2,11800428;19331657,2001.0;2009.0,"('metabolic pathways', 'paralytic shellfish toxins')"
metabolic pathways,phylogeny,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,2,2,18850059;19331657,2008.0;2009.0,"('metabolic pathways', 'phylogeny')"
metabolic pathways,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,BIOSYNTHETIC_SYSTEM,2,2,18850059;34974311,2008.0;2022.0,"('metabolic pathways', 'saxitoxin')"
methionine,saxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,2,2,19731715;39265222,2009.0;2024.0,"('methionine', 'saxitoxin')"
neosaxitoxin,ph,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,25046082;6814018,1982.0;2014.0,"('neosaxitoxin', 'ph')"
neosaxitoxin,saxitoxin biosynthesis,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,2,2,29705145;40209228,2018.0;2025.0,"('neosaxitoxin', 'saxitoxin biosynthesis')"
neosaxitoxin,sxtn,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,27907126;30296060,2016.0;2018.0,"('neosaxitoxin', 'sxtn')"
neosaxitoxin,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,24334673;40209228,2014.0;2025.0,"('neosaxitoxin', 'temperature')"
neosaxitoxin,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,2,10414862;16879849,1999.0;2006.0,"('neosaxitoxin', 'toxic cyanobacteria')"
neosaxitoxin,toxin producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,10414862;27907126,1999.0;2016.0,"('neosaxitoxin', 'toxin producing')"
neosaxitoxin,toxin producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TOXIN,2,2,27907126;29705145,2016.0;2018.0,"('neosaxitoxin', 'toxin producing')"
neosaxitoxin,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TOXIN,2,2,20048055;24334673,2010.0;2014.0,"('neosaxitoxin', 'toxin-producing')"
neosaxitoxin,upregulated,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,2,2,21710505;31408752,2013.0;2019.0,"('neosaxitoxin', 'upregulated')"
neostx,stx-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,14660387;25055083,2003.0;2014.0,"('neostx', 'stx-producing')"
neostx,toxin content,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,2,2,16646002;23955286,2006.0;2013.0,"('neostx', 'toxin content')"
nitrogen,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,29791446;30792397,2018.0;2019.0,"('nitrogen', 'nitrogen')"
nitrogen,sxtg,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,2,2,28073499;36689843,2016.0;2023.0,"('nitrogen', 'sxtg')"
nitrogen,sxtx,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,2,2,36689843;40209228,2023.0;2025.0,"('nitrogen', 'sxtx')"
nitrogen,toxin content,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,2,2,24956074;26239440,2014.0;2015.0,"('nitrogen', 'toxin content')"
nitrogen,transcriptional response,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,2,2,29027918;41334952,2017.0;2025.0,"('nitrogen', 'transcriptional response')"
nitrogen,transcriptional responses,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,2,2,23894552;28073499,2013.0;2016.0,"('nitrogen', 'transcriptional responses')"
nitrogen,upregulated,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,2,2,30792397;41334952,2019.0;2025.0,"('nitrogen', 'upregulated')"
nitrogen limitation,paralytic shellfish toxins,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,2,2,26239440;37888642,2015.0;2023.0,"('nitrogen limitation', 'paralytic shellfish toxins')"
nitrogen limitation,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,26239440;29791446,2015.0;2018.0,"('nitrogen limitation', 'phosphorus')"
nitrogen limitation,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,2,2,29791446;37888642,2018.0;2023.0,"('nitrogen limitation', 'saxitoxin')"
nontoxic,stx-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TOXIN_PHENOTYPE,2,2,15294806;19627483,2004.0;2009.0,"('nontoxic', 'stx-producing')"
nontoxic,temperature,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,ENV_FACTOR,2,2,33401417;36629970,2021.0;2023.0,"('nontoxic', 'temperature')"
oxidative stress,paralytic shellfish poisoning,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,25544652;27424100,2015.0;2016.0,"('oxidative stress', 'paralytic shellfish poisoning')"
oxidative stress,paralytic shellfish toxins,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,31466003;41373596,2020.0;2025.0,"('oxidative stress', 'paralytic shellfish toxins')"
paralytic shellfish poisoning,phosphorus,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,15892061;28073499,2005.0;2016.0,"('paralytic shellfish poisoning', 'phosphorus')"
paralytic shellfish poisoning,phylogenetic analysis,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,18850059;40449983,2008.0;2025.0,"('paralytic shellfish poisoning', 'phylogenetic analysis')"
paralytic shellfish poisoning,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,2,2,18487408;35031458,2008.0;2022.0,"('paralytic shellfish poisoning', 'pks')"
paralytic shellfish poisoning,pst-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,21376073;23457475,2011.0;2013.0,"('paralytic shellfish poisoning', 'pst-producing')"
paralytic shellfish poisoning,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,2,20714432;35198665,2010.0;2022.0,"('paralytic shellfish poisoning', 'pyrodinium')"
paralytic shellfish poisoning,saxitoxin biosynthesis genes,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,35198665;40449983,2022.0;2025.0,"('paralytic shellfish poisoning', 'saxitoxin biosynthesis genes')"
paralytic shellfish poisoning,sxt gene,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,27907126;41591172,2016.0;2026.0,"('paralytic shellfish poisoning', 'sxt gene')"
paralytic shellfish poisoning,sxta,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,20048055;27907126,2010.0;2016.0,"('paralytic shellfish poisoning', 'sxta')"
paralytic shellfish poisoning,sxtb,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,22628533;40449983,2013.0;2025.0,"('paralytic shellfish poisoning', 'sxtb')"
paralytic shellfish poisoning,sxtu,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,28073495;40449983,2016.0;2025.0,"('paralytic shellfish poisoning', 'sxtu')"
paralytic shellfish poisoning,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,2,2,16650472;7660371,1995.0;2006.0,"('paralytic shellfish poisoning', 'toxic cyanobacteria')"
paralytic shellfish poisoning,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,2,2,10858510;7660371,1995.0;2000.0,"('paralytic shellfish poisoning', 'toxin profile')"
paralytic shellfish poisoning,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TOXIN,2,2,24334673;35198665,2014.0;2022.0,"('paralytic shellfish poisoning', 'toxin-producing')"
paralytic shellfish toxins,ph,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,21985090;25046082,2011.0;2014.0,"('paralytic shellfish toxins', 'ph')"
paralytic shellfish toxins,phylogenetic analysis,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,30502809;32307073,2018.0;2020.0,"('paralytic shellfish toxins', 'phylogenetic analysis')"
paralytic shellfish toxins,phylogenetic tree,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,32307073;39003021,2020.0;2024.0,"('paralytic shellfish toxins', 'phylogenetic tree')"
paralytic shellfish toxins,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,2,2,20479965;33084210,2010.0;2021.0,"('paralytic shellfish toxins', 'pks')"
paralytic shellfish toxins,precursors,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,2,2,19632259;26842222,2010.0;2016.0,"('paralytic shellfish toxins', 'precursors')"
paralytic shellfish toxins,pyrodinium bahamense,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,2,2,19041661;33875183,2009.0;2021.0,"('paralytic shellfish toxins', 'pyrodinium bahamense')"
paralytic shellfish toxins,sxtg,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,29705145;32058687,2018.0;2020.0,"('paralytic shellfish toxins', 'sxtg')"
paralytic shellfish toxins,sxto,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,25421324;30296060,2014.0;2018.0,"('paralytic shellfish toxins', 'sxto')"
paralytic shellfish toxins,sxtt,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,32532989;38270276,2020.0;2024.0,"('paralytic shellfish toxins', 'sxtt')"
paralytic shellfish toxins,upregulated,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,2,2,31408752;41334952,2019.0;2025.0,"('paralytic shellfish toxins', 'upregulated')"
ph,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,33980451;35364510,2021.0;2022.0,"('ph', 'salinity')"
ph,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,15804520;33980451,2005.0;2021.0,"('ph', 'toxin production')"
ph,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,ENV_FACTOR,2,2,14766924;19627483,2004.0;2009.0,"('ph', 'toxin-producing')"
phosphorus,sxt genes,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,2,2,28073499;40209228,2016.0;2025.0,"('phosphorus', 'sxt genes')"
