source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,saxitoxin evolution cyanobacteria,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
OpenAlex,,10.3109/10408444.2015.1137865,2016.0,Risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,"Cyanobacteria are ubiquitous photosynthetic micro-organisms forming blooms and scums in surface water; among them some species can produce cyanotoxins giving rise to some concern for human health and animal life. To date, more than 65 cyanobacterial neurotoxins have been described, of which the most studied are the groups of anatoxins and saxitoxins (STXs), comprising many different variants. In freshwaters, the hepatotoxic microcystins represent the most frequently detected cyanotoxin: on this basis, it could appear that neurotoxins are less relevant, but the low frequency of detection may partially reflect an a priori choice of target analytes, the low method sensitivity and the lack of certified standards. Cyanobacterial neurotoxins target cholinergic synapses or voltage-gated ion channels, blocking skeletal and respiratory muscles, thus leading to death by respiratory failure. This review reports and analyzes the available literature data on environmental occurrence of cyanobacterial neurotoxic alkaloids, namely anatoxins and STXs, their biosynthesis, toxicology and epidemiology, derivation of guidance values and action limits. These data are used as the basis to assess the risk posed to human health, identify critical exposure scenarios and highlight the major data gaps and research needs.",Critical Reviews in Toxicology,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2291881989,,10.3109/10408444.2015.1137865,,risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,doi:10.3109/10408444.2015.1137865
PubMed,26923223.0,10.3109/10408444.2015.1137865,2016.0,Risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins.,"Cyanobacteria are ubiquitous photosynthetic micro-organisms forming blooms and scums in surface water; among them some species can produce cyanotoxins giving rise to some concern for human health and animal life. To date, more than 65 cyanobacterial neurotoxins have been described, of which the most studied are the groups of anatoxins and saxitoxins (STXs), comprising many different variants. In freshwaters, the hepatotoxic microcystins represent the most frequently detected cyanotoxin: on this basis, it could appear that neurotoxins are less relevant, but the low frequency of detection may partially reflect an a priori choice of target analytes, the low method sensitivity and the lack of certified standards. Cyanobacterial neurotoxins target cholinergic synapses or voltage-gated ion channels, blocking skeletal and respiratory muscles, thus leading to death by respiratory failure. This review reports and analyzes the available literature data on environmental occurrence of cyanobacterial neurotoxic alkaloids, namely anatoxins and STXs, their biosynthesis, toxicology and epidemiology, derivation of guidance values and action limits. These data are used as the basis to assess the risk posed to human health, identify critical exposure scenarios and highlight the major data gaps and research needs.",Critical reviews in toxicology,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.3109/10408444.2015.1137865,26923223.0,risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,doi:10.3109/10408444.2015.1137865
OpenAlex,,10.3109/10408444.2015.1137865,2016.0,Risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,"Cyanobacteria are ubiquitous photosynthetic micro-organisms forming blooms and scums in surface water; among them some species can produce cyanotoxins giving rise to some concern for human health and animal life. To date, more than 65 cyanobacterial neurotoxins have been described, of which the most studied are the groups of anatoxins and saxitoxins (STXs), comprising many different variants. In freshwaters, the hepatotoxic microcystins represent the most frequently detected cyanotoxin: on this basis, it could appear that neurotoxins are less relevant, but the low frequency of detection may partially reflect an a priori choice of target analytes, the low method sensitivity and the lack of certified standards. Cyanobacterial neurotoxins target cholinergic synapses or voltage-gated ion channels, blocking skeletal and respiratory muscles, thus leading to death by respiratory failure. This review reports and analyzes the available literature data on environmental occurrence of cyanobacterial neurotoxic alkaloids, namely anatoxins and STXs, their biosynthesis, toxicology and epidemiology, derivation of guidance values and action limits. These data are used as the basis to assess the risk posed to human health, identify critical exposure scenarios and highlight the major data gaps and research needs.",Critical Reviews in Toxicology,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W2291881989,,10.3109/10408444.2015.1137865,,risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,doi:10.3109/10408444.2015.1137865
PubMed,26923223.0,10.3109/10408444.2015.1137865,2016.0,Risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins.,"Cyanobacteria are ubiquitous photosynthetic micro-organisms forming blooms and scums in surface water; among them some species can produce cyanotoxins giving rise to some concern for human health and animal life. To date, more than 65 cyanobacterial neurotoxins have been described, of which the most studied are the groups of anatoxins and saxitoxins (STXs), comprising many different variants. In freshwaters, the hepatotoxic microcystins represent the most frequently detected cyanotoxin: on this basis, it could appear that neurotoxins are less relevant, but the low frequency of detection may partially reflect an a priori choice of target analytes, the low method sensitivity and the lack of certified standards. Cyanobacterial neurotoxins target cholinergic synapses or voltage-gated ion channels, blocking skeletal and respiratory muscles, thus leading to death by respiratory failure. This review reports and analyzes the available literature data on environmental occurrence of cyanobacterial neurotoxic alkaloids, namely anatoxins and STXs, their biosynthesis, toxicology and epidemiology, derivation of guidance values and action limits. These data are used as the basis to assess the risk posed to human health, identify critical exposure scenarios and highlight the major data gaps and research needs.",Critical reviews in toxicology,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.3109/10408444.2015.1137865,26923223.0,risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,doi:10.3109/10408444.2015.1137865
OpenAlex,,10.3109/10408444.2015.1137865,2016.0,Risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,"Cyanobacteria are ubiquitous photosynthetic micro-organisms forming blooms and scums in surface water; among them some species can produce cyanotoxins giving rise to some concern for human health and animal life. To date, more than 65 cyanobacterial neurotoxins have been described, of which the most studied are the groups of anatoxins and saxitoxins (STXs), comprising many different variants. In freshwaters, the hepatotoxic microcystins represent the most frequently detected cyanotoxin: on this basis, it could appear that neurotoxins are less relevant, but the low frequency of detection may partially reflect an a priori choice of target analytes, the low method sensitivity and the lack of certified standards. Cyanobacterial neurotoxins target cholinergic synapses or voltage-gated ion channels, blocking skeletal and respiratory muscles, thus leading to death by respiratory failure. This review reports and analyzes the available literature data on environmental occurrence of cyanobacterial neurotoxic alkaloids, namely anatoxins and STXs, their biosynthesis, toxicology and epidemiology, derivation of guidance values and action limits. These data are used as the basis to assess the risk posed to human health, identify critical exposure scenarios and highlight the major data gaps and research needs.",Critical Reviews in Toxicology,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,https://openalex.org/W2291881989,,10.3109/10408444.2015.1137865,,risk to human health associated with the environmental occurrence of cyanobacterial neurotoxic alkaloids anatoxins and saxitoxins,doi:10.3109/10408444.2015.1137865
CrossRef,,10.3126/ijls.v9i5.12693,2015.0,"Isolation of Cyanobacteria Producing Saxitoxin from Kor River Located in Marvdasht, Fars Province, Iran","<jats:p>Cyanobacteria are present in diverse habitats. Some of them produce dangerous toxin substances such as saxitoxin which is classified in the neurotoxin groups and show the impact on the aquatics and humans in the form of the paralysis of the limbs and hypersecretion saliva and so on. The aim of this research was screening of cyanobacteria isolates through combining the traditional and molecular methods, from the Kor river and assessment of the isolated cyanobacteria in terms of saxitoxin producing. The samples were collected from six stations in the Kor river. After dilution each sample were cultured on BG11 medium and incubated at 28?C under fluorescent light with 1500 to 2000 lux. Purified colonies were analysied by PCR to determine cyanobacteria (PCβ F and PCαR) and their ability to produce Saxitoxin (sxtAF and sxtAR). Results were proved existence of cyanobacteria in Kor River but no evidence were found for Saxitoxin production by isolates. So based on this research, it is more efficient to combine the traditional methods (culture) and molecular methods (PCR). Also, in order to study the toxins, this method is more profitable economically than chemical methods like LC MS, GC MS and HPLC.DOI: http://dx.doi.org/10.3126/ijls.v9i5.12693</jats:p>",International Journal of Life Sciences,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.3126/ijls.v9i5.12693,,isolation of cyanobacteria producing saxitoxin from kor river located in marvdasht fars province iran,doi:10.3126/ijls.v9i5.12693
CrossRef,,10.3126/ijls.v9i5.12693,2015.0,"Isolation of Cyanobacteria Producing Saxitoxin from Kor River Located in Marvdasht, Fars Province, Iran","<jats:p>Cyanobacteria are present in diverse habitats. Some of them produce dangerous toxin substances such as saxitoxin which is classified in the neurotoxin groups and show the impact on the aquatics and humans in the form of the paralysis of the limbs and hypersecretion saliva and so on. The aim of this research was screening of cyanobacteria isolates through combining the traditional and molecular methods, from the Kor river and assessment of the isolated cyanobacteria in terms of saxitoxin producing. The samples were collected from six stations in the Kor river. After dilution each sample were cultured on BG11 medium and incubated at 28?C under fluorescent light with 1500 to 2000 lux. Purified colonies were analysied by PCR to determine cyanobacteria (PCβ F and PCαR) and their ability to produce Saxitoxin (sxtAF and sxtAR). Results were proved existence of cyanobacteria in Kor River but no evidence were found for Saxitoxin production by isolates. So based on this research, it is more efficient to combine the traditional methods (culture) and molecular methods (PCR). Also, in order to study the toxins, this method is more profitable economically than chemical methods like LC MS, GC MS and HPLC.DOI: http://dx.doi.org/10.3126/ijls.v9i5.12693</jats:p>",International Journal of Life Sciences,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3126/ijls.v9i5.12693,,isolation of cyanobacteria producing saxitoxin from kor river located in marvdasht fars province iran,doi:10.3126/ijls.v9i5.12693
CrossRef,,10.3126/ijls.v9i5.12693,2015.0,"Isolation of Cyanobacteria Producing Saxitoxin from Kor River Located in Marvdasht, Fars Province, Iran","<jats:p>Cyanobacteria are present in diverse habitats. Some of them produce dangerous toxin substances such as saxitoxin which is classified in the neurotoxin groups and show the impact on the aquatics and humans in the form of the paralysis of the limbs and hypersecretion saliva and so on. The aim of this research was screening of cyanobacteria isolates through combining the traditional and molecular methods, from the Kor river and assessment of the isolated cyanobacteria in terms of saxitoxin producing. The samples were collected from six stations in the Kor river. After dilution each sample were cultured on BG11 medium and incubated at 28?C under fluorescent light with 1500 to 2000 lux. Purified colonies were analysied by PCR to determine cyanobacteria (PCβ F and PCαR) and their ability to produce Saxitoxin (sxtAF and sxtAR). Results were proved existence of cyanobacteria in Kor River but no evidence were found for Saxitoxin production by isolates. So based on this research, it is more efficient to combine the traditional methods (culture) and molecular methods (PCR). Also, in order to study the toxins, this method is more profitable economically than chemical methods like LC MS, GC MS and HPLC.DOI: http://dx.doi.org/10.3126/ijls.v9i5.12693</jats:p>",International Journal of Life Sciences,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3126/ijls.v9i5.12693,,isolation of cyanobacteria producing saxitoxin from kor river located in marvdasht fars province iran,doi:10.3126/ijls.v9i5.12693
