collection,title,abstract,journal,year,paper_id,domain,group,doi,pmid,doi_clean,title_clean,match_type
mechanisms,Structural basis for saxitoxin congener binding and neutralization by anuran saxiphilins,"Dinoflagellates and cyanobacteria produce saxitoxin (STX) and ~50 congeners that disrupt bioelectrical signals by blocking voltage-gated sodium channels (NaVs). Consuming seafood carrying these toxins causes paralytic shellfish poisoning (PSP). Although NaVs and anuran STX binding proteins (saxiphilins, Sxphs) use convergent STX binding modes, the structural basis for STX congener recognition is unknown. Here, we show that American bullfrog (Rana catesbeiana) RcSxph and High Himalaya frog (Nanorana parkeri) NpSxph sequester STX congeners using a 'lock and key' mode shared with STX. Importantly, functional studies demonstrate that Sxph 'toxin sponges' reverse NaV block by multiple STX congeners and detect these toxins in a radioligand binding assay (RBA) used for environmental testing. Together, our study establishes how Sxphs sequester select neurotoxins and uncover STX congener-specific interactions distinct from NaVs. These findings expand understanding of toxin sponge action and provide a foundation for strategies to monitor and mitigate the harmful effects of STX congeners.",Nature Communications,2025,P132,dinoflagellate,test,,,,structural basis for saxitoxin congener binding and neutralization by anuran saxiphilins,title
review,"Saxitoxin: A Comprehensive Review of Its History, Structure, Toxicology, Biosynthesis, Detection, and Preventive Implications","Saxitoxin (STX) is a potent toxin produced by marine dinoflagellates and freshwater or brackish water cyanobacteria, and is a member of the paralytic shellfish toxins (PSTs). As a highly specific blocker of voltage-gated sodium channels (NaVs), STX blocks sodium ion influx, thereby inhibiting nerve impulse transmission and leading to systemic physiological dysfunctions in the nervous, respiratory, cardiovascular, and digestive systems. Severe exposure can lead to paralysis, respiratory failure, and mortality. STX primarily enters the human body through the consumption of contaminated shellfish, posing a significant public health risk as the causative agent of paralytic shellfish poisoning (PSP). Beyond its acute toxicity, STX exerts cascading impacts on food safety, marine ecosystem integrity, and economic stability, particularly in regions affected by harmful algal blooms (HABs). Moreover, the complex molecular structure of STXtricyclic skeleton and biguanide groupand its diverse analogs (more than 50 derivatives) have made it the focus of research on natural toxins. In this review, we traced the discovery history, chemical structure, molecular biosynthesis, biological enrichment mechanisms, and toxicological actions of STX. Moreover, we highlighted recent advancements in the potential for detection and treatment strategies of STX. By integrating multidisciplinary insights, this review aims to provide a holistic understanding of STX and to guide future research directions for its prevention, management, and potential applications.",Marine Drugs,2025,P167,dinoflagellate,test,,,,saxitoxin a comprehensive review of its history structure toxicology biosynthesis detection and preventive implications,title
review,"Why do some dinoflagellates produce toxins, whereas ciliates rarely do?","Dinoflagellates and ciliates dominate marine microzooplankton, yet widespread toxin production is largely restricted to dinoflagellates. This perspective synthesizes evolutionary, genomic, and ecological drivers of that asymmetry with direct relevance to harmful algal events. From a molecular and biochemical point of view, dinoflagellates possess vast, repeat-rich genomes that support modular PKS/NRPS pathways yielding chemically diverse metabolites, whereas ciliates generally lack complete PKS/NRPS clusters (apart from a few predatory lineages) and instead emphasize behavioral defenses and rapid reproduction. Most confirmed toxic dinoflagellates are photosynthetic or mixotrophic; robust cases in purely heterotrophic taxa are lacking. Despite environment-dependent costs, dinoflagellate metabolites confer grazer deterrence, allelopathy, prey lysis, and potential nutrient acquisition. Socio-economically, paralytic shellfish toxins (saxitoxins) produced by Alexandrium spp., Gymnodinium catenatum, and Pyrodinium bahamensenon-PKS alkaloids associated with sxt genesare among the most consequential. An integrated approach coupling genomics, metabolomics, targeted bioassays, and in situ observations will clarify when chemical versus behavioral strategies prevail across ocean regimes, thereby improving HAB risk assessment, monitoring, and mitigation.",Harmful Algae,2025,P168,dinoflagellate,test,,,,why do some dinoflagellates produce toxins whereas ciliates rarely do,title
detection,Assessing methods for detecting Alexandrium catenella (Dinophyceae) and paralytic shellfish toxins in Southeast Alaska,"Blooms of Alexandrium catenella threaten to disrupt subsistence, recreational, and commercial shellfish harvest in Alaska, as the paralytic shellfish toxins (PSTs) produced pose a serious public health risk and can lead to costly shutdowns for shellfish farmers. Current methods of PST detection in the region range from monitoring programs utilizing net tows to detect A. catenella to direct shellfish tissue testing via mouse bioassay (MBA) for commercial aquaculture harvest, as well as various optional testing methods for subsistence and recreational harvesters. The efficacy and feasibility of these methods vary, and they have not been directly compared in Southeast Alaska. In this study, we sought to assess and compare A. catenella and PST early detection methods to determine which can provide the most effective and accurate warning of A. catenella blooms or PST events. We found microscope counts to be variable and prone to missing lower numbers of A. catenella, which may be indicative of bloom formation. However, quantitative polymerase chain reaction (qPCR) significantly correlated with microscope counts and was able to effectively detect even low numbers of A. catenella on all sampling days. Paralytic shellfish toxin concentrations measured by enzyme-linked immunosorbent assay and MBA significantly correlated with each other, qPCR, and some microscope counts. These results show that qPCR is an effective tool for both monitoring A. catenella and serving as a proxy for PSTs. Further work is needed to refine qPCR protocols in this system to provide bloom warnings on an actionable timescale for the aquaculture industry and other shellfish harvesters. Integr Environ Assess Manag 2024;20:2189-2202. © 2024 The Authors. Integrated Environmental Assessment and Management published by Wiley Periodicals LLC on behalf of Society of Environmental Toxicology & Chemistry (SETAC). This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.",Integrated Environmental Assessment and Management,2024,P020,dinoflagellate,test,,,,assessing methods for detecting alexandrium catenella dinophyceae and paralytic shellfish toxins in southeast alaska,title
environmental,"Toxin Dynamics among Populations of the Bioluminescent HAB Species Pyrodinium bahamense from the Indian River Lagoon, FL","Dinoflagellate species that form some of the most frequent toxic blooms are also bioluminescent, yet the two traits are rarely linked when studying bl...",Marine Drugs,2024,P072,dinoflagellate,test,,,,toxin dynamics among populations of the bioluminescent hab species pyrodinium bahamense from the indian river lagoon fl,title
environmental,"Effect of temperature, salinity and nutrients on the growth and toxin content of the dinoflagellate Gymnodinium catenatum from the southwestern Mediterranean","The dinoflagellate Gymnodinium catenatum is considered the primary cause of recurrent paralytic shellfish toxins (PSTs) in shellfish on the Moroccan Mediterranean coasts. The impacts of key environmental factors on the growth, cell yield, cell size and PST content of G. catenatum were determined. Results indicated that increasing salinity from 32 to 39 and nitrate concentrations from 441 ?M to 1764 ?M did not significantly (ANOVA, P-value >0.63) modify the growth rate of the studied species. Gymnodinium catenatum exhibited the highest growth rate at 24 °C. Cells arrested their division at 15 °C and at ammonium concentration above 441 ?M, suggesting that this nitrogen form is toxic for G. catenatum. Furthermore, G. catenatum was unable to assimilate urea as a nitrogen source. In G. catenatum cells, eight analogues of saxitoxin were detected, belonging to the N-sulfocarbamoyl (C1-4, B1 and B2) and decarbamoyl (dc-GTX2/3) toxins. C-toxins contributed 92 % to 98 % of the molar composition of the PSTs. During the exponential growth, C2 tended to dominate, while C3 prevailed during the stationary phase. Toxin content per cell (ranging from 5.5 pg STXeq.cell-1 to 22.4 pg STXeq.cell-1) increased during the stationary growth phase. Cell toxin content increased with the concentrations of nitrate, ranging from 12.1 pg STXeq.cell-1 at 441 ?M to 22.4 pg STXeq.cell-1 at 1764 ?M during the stationary growth phase. The toxin content of G. catenatum showed the highest values measured at the highest tested temperatures, especially during the stationary phase, where toxicity reached 17.8 pg STXeq.cell-1 and 16.4 pg STXeq.cell-1 at 24 °C and 29 °C, respectively. The results can help understand the fluctuations in the growth and PST content of G. catenatum in its habitat in response to changing environmental variables in the Mediterranean Sea when exposed to increases in warming pressure and eutrophication.",The Science of the Total Environment,2024,P079,dinoflagellate,test,,,,effect of temperature salinity and nutrients on the growth and toxin content of the dinoflagellate gymnodinium catenatum from the southwestern mediterranean,title
environmental,Effects of temperature and nutrients on growth and toxicity of Alexandrium affine from southeastern Gulf of California,"An Alexandrium affine strain (AAJQ-1) from San José Island, Gulf of California was characterized for growth and toxicology. Fivefold of f/2 + Se cultures were incubated for 34 days in a temperature gradient (21-29 °C). Aliquots were collected every third day for cell counting, toxin determination, and nutrient analyses. In this study ELISA method was used to evaluate the PSP toxin production due to the lower detection limit than the HPLC method. The highest cell density (6724 cells mL-1) and growth rate (0.22 day-1) were obtained at 27 °C and they were related to temperature in all treatments. Cell density showed negative correlation with nitrate at temperatures ?23 °C, and with orthophosphate 27 °C, furthermore, these correlations promote the toxin production (0.05-0.45 fmol STX cell-1); beyond that nitrite at high temperature seems to promote toxin production, which has not been sufficiently documented.",Marine Pollution Bulletin,2024,P083,dinoflagellate,test,,,,effects of temperature and nutrients on growth and toxicity of alexandrium affine from southeastern gulf of california,title
environmental,Growth and paralytic shellfish poisoning toxin production by a Mexican dinoflagellate strain of Alexandrium tamiyavanichii Balech (1994) under different nutrient conditions,"Alexandrium tamiyavanichii is a marine dinoflagellate known to produce Paralytic Shellfish Poisoning (PSP) toxin. Thus, a strain was isolated from La Paz Bay, Baja California Sur, Mexico and used to explore whether stress conditions, such as phosphorus limitation (PL) and nitrogen enrichment (NE) modulate population growth and PSP toxin production in the GSe medium. Growth kinetics showed that the PL treatment produced a 3.4-fold increase in cell density versus control at day 30 of the culture cycle. The highest PSP concentration was found in the control culture (309 fmol cell-1) on day 21. Saxitoxin (STX) was the main analog in all the treatments (> 40 % mol). In conclusion, PL and NE treatments promoted growth kinetics in the species studied but did not affect the PSP toxin production. For the first time, the present research describes A. tamiyavanichii high toxicity strain isolated from Mexican coasts relative to the South-Atlantic strains.",Marine Pollution Bulletin,2024,P096,dinoflagellate,test,,,,growth and paralytic shellfish poisoning toxin production by a mexican dinoflagellate strain of alexandrium tamiyavanichii balech 1994 under different nutrient conditions,title
evolution,Polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate Alexandrium revealed by comparative transcriptomics,"The marine dinoflagellate Alexandrium is known to form harmful algal blooms, and at least 14 species within the genus can produce saxitoxins (STXs). STX biosynthesis genes (sxt) are individually revealed in toxic dinoflagellates; however, the evolutionary history remains controversial. Herein, we determined the transcriptome sequences of toxic Alexandrium (A. catenella and A. pacificum) and non-toxic Alexandrium (A. fraterculus and A. fragae) and characterized their sxt by focusing on evolutionary events and STX production. Comparative transcriptome analysis revealed higher homology of the sxt in toxic Alexandrium than in non-toxic species. Notably, non-toxic Alexandrium spp. were found to have lost two sxt core genes, namely sxtA4 and sxtG. Expression levels of 28 transcripts related to eight sxt core genes showed that sxtA, sxtG, and sxtI were relatively high (>1.5) in the toxic group compared to the non-toxic group. In contrast, the non-toxic group showed high expression levels in sxtU (1.9) and sxtD (1.7). Phylogenetic tree comparisons revealed distinct evolutionary patterns between 28S rDNA and sxtA, sxtB, sxtI, sxtD, and sxtU. However, similar topology was observed between 28S rDNA, sxtS, and sxtH/T. In the sxtB and sxtI phylogeny trees, toxic Alexandrium and cyanobacteria were clustered together, separating from non-toxic species. These suggest that Alexandrium may acquire sxt genes independently via horizontal gene transfer from toxic cyanobacteria and other multiple sources, demonstrating monocistronic transcripts of sxt in dinoflagellates.",Harmful Algae,2024,P115,dinoflagellate,test,,,,polyphyletic origin of saxitoxin biosynthesis genes in the marine dinoflagellate alexandrium revealed by comparative transcriptomics,title
mechanisms,"Toxin Dynamics among Populations of the Bioluminescent HAB Species Pyrodinium bahamense from the Indian River Lagoon, FL","Dinoflagellate species that form some of the most frequent toxic blooms are also bioluminescent, yet the two traits are rarely linked when studying bloom development and persistence. P. bahamense is a toxic, bioluminescent dinoflagellate that previously bloomed in Florida with no known record of saxitoxin (STX) production. Over the past 20 years, STX was identified in P. bahamense populations. The goal of this study was to examine toxin dynamics and associated molecular mechanisms in spatially and temporally distinct P. bahamense populations from the Indian River Lagoon, FL. SxtA4 is a key gene required for toxin biosynthesis. SxtA4 genotype analysis was performed on individual cells from multiple sites. Cell abundance, toxin quota cell-1, and sxtA4 and RubisCo (rbcL) transcript abundance were also measured. There was a significant negative correlation between cell abundance and toxin quota cell-1. While the sxtA4+ genotype was dominant at all sites, its frequency varied, but it occurred at 90-100% in many samples. The underlying mechanism for toxin decrease with increased cell abundance remains unknown. However, a strong, statistically significant negative correlation was found between stxA4 transcripts and the sxtA4/rbcL ratio, suggesting cells make fewer sxtA4 transcripts as a bloom progresses. However, the influence of sxtA4- cells must also be considered. Future plans include bioluminescence measurements, normalized to a per cell basis, at sites when toxicity is measured along with concomitant quantification of sxtA4 gene and transcript copy numbers as a means to elucidate whether changes in bloom toxicity are driven more at the genetic (emergence of sxtA4- cells) or transcriptional (repression of sxtA4 in sxtA4+ cells) level. Based on the results of this study, a model is proposed that links the combined traits of toxicity and bioluminescence in P. bahamense bloom development.",Marine Drugs,2024,P131,dinoflagellate,test,,,,toxin dynamics among populations of the bioluminescent hab species pyrodinium bahamense from the indian river lagoon fl,title
policy_monitoring,Development of saxitoxin biosynthesis gene sxtB -targeted qPCR assay for the quantification of toxic dinoflagellates Alexandrium catenella (group I) and A. pacificum (group IV) occurring in the Korean coast,"Toxic dinoflagellate Alexandrium can produce saxitoxins (STXs) and cause paralytic shellfish poisoning (PSP), and thus they are monitored for environmental safety management. Microscopic discrimination of dinoflagellates is difficult to distinguish between toxic and non-toxic species due to their similar morphology. Meanwhile, an alternative quantitative PCR (qPCR) assay is sensitive, rapid, and cost-effective for harmful species monitoring. Herein, we developed a novel qPCR assay to detect the STXs biosynthesis gene sxtB of Alexandrium catenella and A. pacificum, the leading cause of PSP outbreaks in Asian coasts and worldwide. The newly designed sxtB TaqMan probes target the species without any positive signal in other relative dinoflagellates. Deming regression analysis revealed that the sxtB copy number of A. catenella and A. pacificum was 3.6 and 4.1 copies per cell, respectively. During the blooming periods (April 13th14th, 2020), only A. catenella cells were detected through the qPCR assay, ranging from 5.0 × 10 to 2.5 × 104 eq cells L?1. In addition, sxtB qPCR quantified more accurately compared to large subunit (LSU) rRNA targeting qPCR assay that overestimate cell density. Besides, the sensitivity of sxtB was higher compared to the microscope when the species were rarely present (5.0 × 102 cells L?1). These suggest that the sxtB qPCR assay can be applied to toxic Alexandrium monitoring in the Korean coast, even in the early stage of bloomings.",Harmful Algae,2024,P142,dinoflagellate,test,,,,development of saxitoxin biosynthesis gene sxtb targeted qpcr assay for the quantification of toxic dinoflagellates alexandrium catenella group i and a pacificum group iv occurring in the korean coast,title
policy_monitoring,Enhancing early warning: A DNA biosensor with polyaniline/graphene nanocomposite for label-free voltammetric detection of saxitoxin-producing harmful algae,"Yearly reports of detrimental effects resulting from harmful algal blooms (HAB) are still received in Malaysia and other countries, particularly concerning fish mortality and seafood contamination, both of which bear consequences for the fisheries industry. The underlying reason is the absence of a dependable early warning system. Hence, this research aims to develop a single DNA biosensor that can detect a group of HAB species known for producing saxitoxin (SXT), which is commonly found in Malaysian waters. The screen-printed carbon electrode (SPCE)-based DNA biosensor was fabricated by covalent grafting of the 3 aminated DNA probe of the sxtA4 conserved domain in SXT-producing dinoflagellates on the reverse-phase polymerized polyaniline/graphene (PGN) nanocomposite electrode via carbodiimide linkage. The introduction of a carboxyphenyl layer to the PGN nanotransducing element was essential to augment the carboxylic groups on the graphene (RGO), facilitating attachment with the aminated DNA. The synergistic effect of the asynthesized nanocomposite of PANI and RGO, tremendously enhanced the electron transfer rate of the ferri/ferrocyanide redox probe at the SPCE transducer surface, allowing for the label-free bioanalytical assay of complementary DNA targets. The developed DNA biosensor featuring the capacity to detect a broad range of Alexandrium minutum (A. minutum) cell concentrations, ranging from 10 to 10,000,000 cells L-1. The quantification of A. minutum cells from pure algal culture by the electrochemical DNA biosensor has been well-validated with traditional microscopic techniques. Furthermore, Alexandrium tamiyavanichii, another toxigenic HAB species, exhibited a similar electrochemical characteristic signal to those observed with A. minutum, whilst the biosensor yielded appreciably distinctive results when subjected to a non-toxigenic microalgae species as a negative control, i.e. Isochrysis galbana. A compendium DNA biosensor design and electrochemical detection strategy at laboratory scale serves as a precursor to the potential development of portable device for on-site detection, thus expanding the utility and scope of biosensor technology.",Chemosphere,2024,P143,dinoflagellate,test,,,,enhancing early warning a dna biosensor with polyaniline graphene nanocomposite for label free voltammetric detection of saxitoxin producing harmful algae,title
policy_monitoring,"Quantification of Alexandrium catenella (Group I) using sxtA4 -based digital PCR for screening of paralytic shellfish toxins in Jinhae-Masan Bay, Korea","We employed a detection method to quantify Alexandrium catenella (Group I), one of the causative species for paralytic shellfish poisoning (PSP) in Jinhae-Masan Bay, Korea, targets sxtA4, via chip-based digital PCR. Additionally, we explored the dynamics of Alexandrium during the spring of 2022 using an rDNA-based quantitative PCR (qPCR) assay to enhance the performance of the dPCR assay. In matching dPCR results with PSP monitoring reports, we optimized a cell regulatory threshold of 102 cells L?1, the maximum cell density when shellfish harvesting was permitted, for the dPCR assay. This threshold functioned similar to the PST threshold used in mouse bioassays (MBAs). Furthermore, we validated a total concordance rate of 83.8 % between the two assays for 20202022, reaching a maximum of 96.2 % in 2020. Thus, the result of dPCR could complement MBAs, facilitating the early detection of PSP outbreaks.",Marine Pollution Bulletin,2024,P144,dinoflagellate,test,,,,quantification of alexandrium catenella group i using sxta4 based digital pcr for screening of paralytic shellfish toxins in jinhae masan bay korea,title
review,Environmental Factors Modulate Saxitoxins (STXs) Production in Toxic Dinoflagellate Alexandrium: An Updated Review of STXs and Synthesis Gene Aspects,"The marine dinoflagellate Alexandrium is known to form harmful algal blooms (HABs) and produces saxitoxin (STX) and its derivatives (STXs) that cause paralytic shellfish poisoning (PSP) in humans. Cell growth and cellular metabolism are affected by environmental conditions, including nutrients, temperature, light, and the salinity of aquatic systems. Abiotic factors not only engage in photosynthesis, but also modulate the production of toxic secondary metabolites, such as STXs, in dinoflagellates. STXs production is influenced by a variety of abiotic factors; however, the relationship between the regulation of these abiotic variables and STXs accumulation seems not to be consistent, and sometimes it is controversial. Few studies have suggested that abiotic factors may influence toxicity and STXs-biosynthesis gene (sxt) regulation in toxic Alexandrium, particularly in A. catenella, A. minutum, and A. pacificum. Hence, in this review, we focused on STXs production in toxic Alexandrium with respect to the major abiotic factors, such as temperature, salinity, nutrients, and light intensity. This review informs future research on more sxt genes involved in STXs production in relation to the abiotic factors in toxic dinoflagellates.",Toxins,2024,P169,dinoflagellate,test,,,,environmental factors modulate saxitoxins stxs production in toxic dinoflagellate alexandrium an updated review of stxs and synthesis gene aspects,title
