source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
CrossRef,,10.1021/acs.analchem.4c05998.s001,,Ultrasensitive Hunter of Target: Rabbit Monoclonal Antibody-Based Competitive Lateral Flow Immunoassay for Saxitoxin,,,Raphidiopsis saxitoxin,cyanobacteria_stx,,,10.1021/acs.analchem.4c05998.s001,,ultrasensitive hunter of target rabbit monoclonal antibody based competitive lateral flow immunoassay for saxitoxin,doi:10.1021/acs.analchem.4c05998.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/acs.est.0c06991.s001,,Identifying the Source Organisms Producing Paralytic Shellfish Toxins in a Subtropical Bay in the South China Sea,,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1021/acs.est.0c06991.s001,,identifying the source organisms producing paralytic shellfish toxins in a subtropical bay in the south china sea,doi:10.1021/acs.est.0c06991.s001,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.1021/acs.est.4c00607.s001,,Integrative Inducer Intervention and Transcriptomic Analyses Reveal the Metabolism of Paralytic Shellfish Toxins in Azumapecten farreri,,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1021/acs.est.4c00607.s001,,integrative inducer intervention and transcriptomic analyses reveal the metabolism of paralytic shellfish toxins in azumapecten farreri,doi:10.1021/acs.est.4c00607.s001,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.1021/acs.est.5c10666.s001,,"Tissue-Specific Accumulation, Toxicological Effects and Detoxification Strategies in the Mysid Neomysis awatschensis Exposed to Dissolved Paralytic Shellfish Toxins",,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1021/acs.est.5c10666.s001,,tissue specific accumulation toxicological effects and detoxification strategies in the mysid neomysis awatschensis exposed to dissolved paralytic shellfish toxins,doi:10.1021/acs.est.5c10666.s001,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.1021/acs.est.5c10666.s002,,"Tissue-Specific Accumulation, Toxicological Effects and Detoxification Strategies in the Mysid Neomysis awatschensis Exposed to Dissolved Paralytic Shellfish Toxins",,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1021/acs.est.5c10666.s002,,tissue specific accumulation toxicological effects and detoxification strategies in the mysid neomysis awatschensis exposed to dissolved paralytic shellfish toxins,doi:10.1021/acs.est.5c10666.s002,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.1021/acs.est.5c10666.s003,,"Tissue-Specific Accumulation, Toxicological Effects and Detoxification Strategies in the Mysid Neomysis awatschensis Exposed to Dissolved Paralytic Shellfish Toxins",,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1021/acs.est.5c10666.s003,,tissue specific accumulation toxicological effects and detoxification strategies in the mysid neomysis awatschensis exposed to dissolved paralytic shellfish toxins,doi:10.1021/acs.est.5c10666.s003,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.1021/acs.joc.1c02116.s001,,Silylpyrrole Oxidation En Route to Saxitoxin Congeners Including 11-Saxitoxinethanoic Acid,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.joc.1c02116.s001,,silylpyrrole oxidation en route to saxitoxin congeners including 11 saxitoxinethanoic acid,doi:10.1021/acs.joc.1c02116.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/acs.orglett.0c03281.s001,,Synthesis of Saxitoxin and Its Derivatives,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.orglett.0c03281.s001,,synthesis of saxitoxin and its derivatives,doi:10.1021/acs.orglett.0c03281.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/acs.orglett.9b02986.s001,,A Direct C11 Alkylation Strategy on the Saxitoxin Core: A Synthesis of (+)-11-Saxitoxinethanoic Acid,,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.1021/acs.orglett.9b02986.s001,,a direct c11 alkylation strategy on the saxitoxin core a synthesis of 11 saxitoxinethanoic acid,doi:10.1021/acs.orglett.9b02986.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/acschembio.9b00123.s001,,Biocatalytic Detoxification of Paralytic Shellfish Toxins,,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1021/acschembio.9b00123.s001,,biocatalytic detoxification of paralytic shellfish toxins,doi:10.1021/acschembio.9b00123.s001,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.1021/acsmedchemlett.2c00378.s001,,Discovery of Selective Inhibitors of NaV1.7 Templated on Saxitoxin as Therapeutics for Pain,,,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.1021/acsmedchemlett.2c00378.s001,,discovery of selective inhibitors of nav1 7 templated on saxitoxin as therapeutics for pain,doi:10.1021/acsmedchemlett.2c00378.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/ja0608545.s001,,A Synthesis of (+)-Saxitoxin,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/ja0608545.s001,,a synthesis of saxitoxin,doi:10.1021/ja0608545.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/ja071501o.s001,,(+)-Saxitoxin: A First and Second Generation Stereoselective Synthesis,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/ja071501o.s001,,saxitoxin a first and second generation stereoselective synthesis,doi:10.1021/ja071501o.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/jacsau.5c01028.s001,,Synthesis of Anhydro-dc-Tetracyclic Saxitoxin Via a Photoinduced Cycloaddition,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/jacsau.5c01028.s001,,synthesis of anhydro dc tetracyclic saxitoxin via a photoinduced cycloaddition,doi:10.1021/jacsau.5c01028.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/jo062506r.s001,,Visible Fluorescence Chemosensor for Saxitoxin,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/jo062506r.s001,,visible fluorescence chemosensor for saxitoxin,doi:10.1021/jo062506r.s001,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/scimeetings.0c02941,,Synthesis and evaluation of novel ester derivatives of (+)-saxitoxin,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/scimeetings.0c02941,,synthesis and evaluation of novel ester derivatives of saxitoxin,doi:10.1021/scimeetings.0c02941,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/scimeetings.0c02950,,Synthesis and evaluation of novel ester derivatives of (+)-saxitoxin,,,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.1021/scimeetings.0c02950,,synthesis and evaluation of novel ester derivatives of saxitoxin,doi:10.1021/scimeetings.0c02950,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1021/scimeetings.0c02952,,Synthesis and evaluation of novel ester derivatives of (+)-saxitoxin,,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.1021/scimeetings.0c02952,,synthesis and evaluation of novel ester derivatives of saxitoxin,doi:10.1021/scimeetings.0c02952,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.14711/thesis-b796143,,Toxicological studies of paralytic shellfish toxins in mammalian systems,,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.14711/thesis-b796143,,toxicological studies of paralytic shellfish toxins in mammalian systems,doi:10.14711/thesis-b796143,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.2139/ssrn.4979661,,Effects of Dissolved Diarrhetic Shellfish Toxins and Paralytic Shellfish Toxins on the Viability and Lipid Metabolism of Seriola Rivoliana Embryos,,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.2139/ssrn.4979661,,effects of dissolved diarrhetic shellfish toxins and paralytic shellfish toxins on the viability and lipid metabolism of seriola rivoliana embryos,doi:10.2139/ssrn.4979661,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.2139/ssrn.5804957,,"Evaluating Northern Sea Otter (Enhydra lutris kenyoni) Stomach Contents for Paralytic Shellfish Toxins near Gustavus, Alaska",,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.2139/ssrn.5804957,,evaluating northern sea otter enhydra lutris kenyoni stomach contents for paralytic shellfish toxins near gustavus alaska,doi:10.2139/ssrn.5804957,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.22215/etd/1996-03410,,Novel approaches to the oxidation of paralytic shellfish poisoning toxins for analysis by high-performance liquid chromatography.,,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.22215/etd/1996-03410,,novel approaches to the oxidation of paralytic shellfish poisoning toxins for analysis by high performance liquid chromatography,doi:10.22215/etd/1996-03410,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish poisoning,,,,
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.3403/02563995,,Foodstuffs. Determination of saxitoxin and dc-saxitoxin in mussels. HPLC method using post column derivatisation,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3403/02563995,,foodstuffs determination of saxitoxin and dc saxitoxin in mussels hplc method using post column derivatisation,doi:10.3403/02563995,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.3403/02563995u,,Foodstuffs. Determination of saxitoxin and dc-saxitoxin in mussels. HPLC method using post column derivatisation,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3403/02563995u,,foodstuffs determination of saxitoxin and dc saxitoxin in mussels hplc method using post column derivatisation,doi:10.3403/02563995u,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.3403/03098414,,Foodstuffs. Determination of saxitoxin and dc-saxitoxin in mussels. HPLC method using pre-column derivatization with peroxide or periodate oxidation,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3403/03098414,,foodstuffs determination of saxitoxin and dc saxitoxin in mussels hplc method using pre column derivatization with peroxide or periodate oxidation,doi:10.3403/03098414,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.3403/30317861,,Foodstuffs. Determination of saxitoxin-group toxins in shellfish. HPLC method using pre-column derivatization with peroxide or periodate oxidation,,,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.3403/30317861,,foodstuffs determination of saxitoxin group toxins in shellfish hplc method using pre column derivatization with peroxide or periodate oxidation,doi:10.3403/30317861,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.7764/tesisuc/fis/21342,,Force spectroscopy of a saxitoxin bindingaptamer,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.7764/tesisuc/fis/21342,,force spectroscopy of a saxitoxin bindingaptamer,doi:10.7764/tesisuc/fis/21342,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1055/a-2588-2140,2025.0,Total Synthesis of (+)-Saxitoxin,,Synfacts,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1055/a-2588-2140,,total synthesis of saxitoxin,doi:10.1055/a-2588-2140,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1007/978-981-99-9283-6_2474,2024.0,Saxitoxin,,Dictionary of Toxicology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1007/978-981-99-9283-6_2474,,saxitoxin,doi:10.1007/978-981-99-9283-6_2474,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1016/b978-0-12-822521-9.00170-2,2024.0,Paralytic Shellfish Toxins,,Encyclopedia of Food Safety,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1016/b978-0-12-822521-9.00170-2,,paralytic shellfish toxins,doi:10.1016/b978-0-12-822521-9.00170-2,,3,general_stx,unspecified,1,0,0,0,0,paralytic shellfish toxins,,,,
CrossRef,,10.1055/s-0043-1774904,2024.0,Total Synthesis of (+)-Saxitoxin,,Synfacts,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1055/s-0043-1774904,,total synthesis of saxitoxin,doi:10.1055/s-0043-1774904,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
PubMed,38198398.0,10.1590/0001-3765202320230061,2024.0,Understanding the properties of activated carbon and biochar for the adsorption and removal of cyanotoxins: a systematic review.,"Cyanotoxins pose a health threat when present in the drinking water supply since conventional water treatment processes are not effective in removing extracellular metabolites hence, advanced treatment techniques are usually applied. Powdered activated carbon (PAC) is an effective adsorbent for removing toxins. However, since a high volume is necessary, alternative adsorbents have been investigated. Biochar, especially from renewable sources, is a potential adsorbent material that could replace PAC for removing toxins. This paper aimed to investigate which PAC properties play key roles in cyanotoxin adsorption by a systematic review addressing the adsorption of toxins such as microcystins-LR (MC-LR), cylindrospermopsin (CYL), and saxitoxins (STXs). As a result, the review showed that some commonly adopted indices (i.e. total surface area) are not relevant to cyanotoxin adsorption, especially if appraised alone. Along with a multi-barrier approach, PAC has to be applied taking into account the complexity of the water system, which includes a better understanding of the characteristics of the adsorbent, the target toxin, and the aqueous medium. The biochar systematic review showed that no studies have yet been designed specifically for the removal of toxins. Since biochar has not yet been applied to water treatment processes, the knowledge gap is even greater than for PAC.",Anais da Academia Brasileira de Ciencias,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1590/0001-3765202320230061,38198398.0,understanding the properties of activated carbon and biochar for the adsorption and removal of cyanotoxins a systematic review,doi:10.1590/0001-3765202320230061,,3,general_stx,unspecified,1,0,0,0,0,saxitoxins,,,,
