Source,Source_Type,Target,Target_Type,Hypothesis_Class,Node2Vec_Score,Node2Vec_Rank,AdamicAdar_Score,AdamicAdar_Rank,Jaccard_Score,Jaccard_Rank,Common_Neighbors,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Coverage,Pair_Key,Temporal_Outcome,Interpretation,Primary_Rank,Primary_Score,Primary_Method,Search_Text
gtx,TOXIN,harmful_algal_bloom,ENV_FACTOR,environment_toxin_association,0.5005080729581433,51,7.331013495592266,11,0.6304347826086957,2,29,alexandrium; saxitoxin; paralytic_shellfish_poisoning; dinoflagellate; dinoflagellates; toxicity; paralytic_shellfish_toxins; alexandrium_tamarense; gonyautoxin; gymnodinium; hplc; alexandrium_catenella; mass_spectrometry; alexandrium_minutum; nutrient; gymnodinium_catenatum; alexandrium_fundyense; bloom; nitrogen; warming,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,1,gtx|||harmful_algal_bloom,Not observed post-2015,"The relationship between gtx and harmful algal bloom was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, saxitoxin, paralytic shellfish poisoning, dinoflagellate, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",11,7.331013495592266,Adamic–Adar,gtx harmful_algal_bloom toxin env_factor environment_toxin_association alexandrium; saxitoxin; paralytic_shellfish_poisoning; dinoflagellate; dinoflagellates; toxicity; paralytic_shellfish_toxins; alexandrium_tamarense; gonyautoxin; gymnodinium; hplc; alexandrium_catenella; mass_spectrometry; alexandrium_minutum; nutrient; gymnodinium_catenatum; alexandrium_fundyense; bloom; nitrogen; warming dino_taxon; toxin; toxin; dino_taxon; dino_taxon; biological_process; toxin; dino_taxon; toxin; dino_taxon; detection_method; dino_taxon; detection_method; dino_taxon; env_factor; dino_taxon; dino_taxon; env_factor; env_factor; env_factor
alexandrium_tamarense,DINO_TAXON,sxtg,SXT_GENE,taxon_gene_association,0.3105706740974414,263,7.312935364338931,12,0.4754098360655737,31,29,saxitoxin; dinoflagellate; dinoflagellates; sxta; alexandrium; biosynthesis; paralytic_shellfish_toxins; cyanobacteria; cyanobacterial; evolution; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; toxin_production; gymnodinium; gymnodinium_catenatum; alexandrium_fundyense; gonyautoxin; sxt_genes; saxitoxin_biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_tamarense|||sxtg,Subsequently represented,"The relationship between alexandrium tamarense and sxtg was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, dinoflagellate, dinoflagellates, sxta, alexandrium. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",12,7.312935364338931,Adamic–Adar,alexandrium_tamarense sxtg dino_taxon sxt_gene taxon_gene_association saxitoxin; dinoflagellate; dinoflagellates; sxta; alexandrium; biosynthesis; paralytic_shellfish_toxins; cyanobacteria; cyanobacterial; evolution; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; toxin_production; gymnodinium; gymnodinium_catenatum; alexandrium_fundyense; gonyautoxin; sxt_genes; saxitoxin_biosynthesis toxin; dino_taxon; dino_taxon; sxt_gene; dino_taxon; biological_process; toxin; cyano_taxon; cyano_taxon; biological_process; toxin; dino_taxon; env_factor; biological_process; dino_taxon; dino_taxon; dino_taxon; toxin; sxt_gene; biological_process
sxta,SXT_GENE,nutrients,ENV_FACTOR,environment_gene_regulation,0.2501244120700104,347,7.2955479418872144,13,0.4393939393939394,47,29,dinoflagellate; alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins; bloom; alexandrium_catenella; paralytic_shellfish_poisoning; dinoflagellates; toxin_production; gymnodinium; pyrodinium; alexandrium_fundyense; light; expression; pyrodinium_bahamense; regulation; alexandrium_tamarense; alexandrium_minutum; nutrient,DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,1,nutrients|||sxta,Subsequently represented,"The relationship between sxta and nutrients was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, alexandrium, saxitoxin, toxicity, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",13,7.2955479418872144,Adamic–Adar,sxta nutrients sxt_gene env_factor environment_gene_regulation dinoflagellate; alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins; bloom; alexandrium_catenella; paralytic_shellfish_poisoning; dinoflagellates; toxin_production; gymnodinium; pyrodinium; alexandrium_fundyense; light; expression; pyrodinium_bahamense; regulation; alexandrium_tamarense; alexandrium_minutum; nutrient dino_taxon; dino_taxon; toxin; biological_process; toxin; env_factor; dino_taxon; toxin; dino_taxon; biological_process; dino_taxon; dino_taxon; dino_taxon; env_factor; biological_process; dino_taxon; biological_process; dino_taxon; dino_taxon; env_factor
light,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,0.3129962418677851,256,7.287460621868691,14,0.5,23,29,saxitoxin; dinoflagellate; dinoflagellates; alexandrium; paralytic_shellfish_toxins; biosynthesis; sxta; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; cyanobacteria; toxin_production; gymnodinium; gymnodinium_catenatum; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; sxt_genes; saxitoxin_biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; SXT_GENE; TOXIN; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,light|||sxtg,Subsequently represented,"The relationship between light and sxtg was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, dinoflagellate, dinoflagellates, alexandrium, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",14,7.287460621868691,Adamic–Adar,light sxtg env_factor sxt_gene environment_gene_regulation saxitoxin; dinoflagellate; dinoflagellates; alexandrium; paralytic_shellfish_toxins; biosynthesis; sxta; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; cyanobacteria; toxin_production; gymnodinium; gymnodinium_catenatum; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; sxt_genes; saxitoxin_biosynthesis toxin; dino_taxon; dino_taxon; dino_taxon; toxin; biological_process; sxt_gene; toxin; dino_taxon; env_factor; cyano_taxon; biological_process; dino_taxon; dino_taxon; biological_process; dino_taxon; dino_taxon; toxin; sxt_gene; biological_process
pyrodinium,DINO_TAXON,cyanobacterium,CYANO_TAXON,cross_taxa_association,0.3818095197047971,141,7.223403139911461,15,0.5,23,28,saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; hplc; alexandrium; dinoflagellate; paralytic_shellfish_toxins; sxta; cyanobacteria; cyanobacterial; mass_spectrometry; toxin_production; saxitoxin_biosynthesis; anabaena; bloom; lc_ms; nitrogen; aphanizomenon; lyngbya; cylindrospermopsis,TOXIN; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; CYANO_TAXON; CYANO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; CYANO_TAXON,dino_pre2016,unvalidated_candidate,1,cyanobacterium|||pyrodinium,Not observed post-2015,"The relationship between pyrodinium and cyanobacterium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, dinoflagellates, paralytic shellfish poisoning, hplc, alexandrium. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",15,7.223403139911461,Adamic–Adar,pyrodinium cyanobacterium dino_taxon cyano_taxon cross_taxa_association saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; hplc; alexandrium; dinoflagellate; paralytic_shellfish_toxins; sxta; cyanobacteria; cyanobacterial; mass_spectrometry; toxin_production; saxitoxin_biosynthesis; anabaena; bloom; lc_ms; nitrogen; aphanizomenon; lyngbya; cylindrospermopsis toxin; dino_taxon; toxin; detection_method; dino_taxon; dino_taxon; toxin; sxt_gene; cyano_taxon; cyano_taxon; detection_method; biological_process; biological_process; cyano_taxon; env_factor; detection_method; env_factor; cyano_taxon; cyano_taxon; cyano_taxon
neosaxitoxin,TOXIN,regulation,BIOLOGICAL_PROCESS,process_toxin_association,0.3312606170863378,228,7.217487970841912,16,0.5471698113207547,11,29,alexandrium; dinoflagellate; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; alexandrium_tamarense; toxicity; toxin_production; light; pyrodinium; pyrodinium_bahamense; salinity; nutrient; cyanobacteria; temperature; gymnodinium; hplc; gonyautoxin; alexandrium_fundyense,DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; CYANO_TAXON; ENV_FACTOR; DINO_TAXON; DETECTION_METHOD; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,neosaxitoxin|||regulation,Not observed post-2015,"The relationship between neosaxitoxin and regulation was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, dinoflagellate, dinoflagellates, saxitoxin, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",16,7.217487970841912,Adamic–Adar,neosaxitoxin regulation toxin biological_process process_toxin_association alexandrium; dinoflagellate; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; alexandrium_tamarense; toxicity; toxin_production; light; pyrodinium; pyrodinium_bahamense; salinity; nutrient; cyanobacteria; temperature; gymnodinium; hplc; gonyautoxin; alexandrium_fundyense dino_taxon; dino_taxon; dino_taxon; toxin; toxin; toxin; dino_taxon; biological_process; biological_process; env_factor; dino_taxon; dino_taxon; env_factor; env_factor; cyano_taxon; env_factor; dino_taxon; detection_method; toxin; dino_taxon
sxta,SXT_GENE,salinity,ENV_FACTOR,environment_gene_regulation,0.2644820229710961,327,6.957277662742626,17,0.4057971014492754,71,28,dinoflagellate; saxitoxin; alexandrium; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; pyrodinium; toxicity; dinoflagellates; alexandrium_minutum; toxin_production; bloom; light; pyrodinium_bahamense; regulation; alexandrium_tamarense; nutrient; gonyautoxin; alexandrium_catenella; lc_ms; nitrogen,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; DINO_TAXON; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,1,salinity|||sxta,Subsequently represented,"The relationship between sxta and salinity was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, saxitoxin, alexandrium, paralytic shellfish poisoning, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",17,6.957277662742626,Adamic–Adar,sxta salinity sxt_gene env_factor environment_gene_regulation dinoflagellate; saxitoxin; alexandrium; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; pyrodinium; toxicity; dinoflagellates; alexandrium_minutum; toxin_production; bloom; light; pyrodinium_bahamense; regulation; alexandrium_tamarense; nutrient; gonyautoxin; alexandrium_catenella; lc_ms; nitrogen dino_taxon; toxin; dino_taxon; toxin; toxin; dino_taxon; biological_process; dino_taxon; dino_taxon; biological_process; env_factor; env_factor; dino_taxon; biological_process; dino_taxon; env_factor; toxin; dino_taxon; detection_method; env_factor
paralytic_shellfish_toxins,TOXIN,warming,ENV_FACTOR,environment_toxin_association,0.3758221228626297,150,6.906338543752931,18,0.3648648648648648,105,27,saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; salinity; harmful_algal_bloom; temperature; toxin_production; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; gtx; light; nitrogen; expression; pyrodinium_bahamense; nitrate; paralytic_shellfish_poisoning,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN,dino_pre2016,unvalidated_candidate,1,paralytic_shellfish_toxins|||warming,Subsequently represented,"The relationship between paralytic shellfish toxins and warming was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, dinoflagellate, alexandrium, toxicity, bloom. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",18,6.906338543752931,Adamic–Adar,paralytic_shellfish_toxins warming toxin env_factor environment_toxin_association saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; salinity; harmful_algal_bloom; temperature; toxin_production; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; gtx; light; nitrogen; expression; pyrodinium_bahamense; nitrate; paralytic_shellfish_poisoning toxin; dino_taxon; dino_taxon; biological_process; env_factor; env_factor; env_factor; env_factor; biological_process; biological_process; dino_taxon; dino_taxon; toxin; toxin; env_factor; env_factor; biological_process; dino_taxon; env_factor; toxin
alexandrium_minutum,DINO_TAXON,sxt_genes,SXT_GENE,taxon_gene_association,0.3276519843624346,234,6.810211505345947,19,0.45,35,27,saxitoxin; dinoflagellate; alexandrium; biosynthesis; dinoflagellates; sxta; cyanobacteria; gymnodinium; gymnodinium_catenatum; paralytic_shellfish_toxins; pyrodinium; paralytic_shellfish_poisoning; phylogenetic; transcriptome; saxitoxin_biosynthesis; bloom; alexandrium_catenella; light; expression; pyrodinium_bahamense,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; CYANO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,alexandrium_minutum|||sxt_genes,Subsequently represented,"The relationship between alexandrium minutum and sxt genes was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, dinoflagellate, alexandrium, biosynthesis, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",19,6.810211505345947,Adamic–Adar,alexandrium_minutum sxt_genes dino_taxon sxt_gene taxon_gene_association saxitoxin; dinoflagellate; alexandrium; biosynthesis; dinoflagellates; sxta; cyanobacteria; gymnodinium; gymnodinium_catenatum; paralytic_shellfish_toxins; pyrodinium; paralytic_shellfish_poisoning; phylogenetic; transcriptome; saxitoxin_biosynthesis; bloom; alexandrium_catenella; light; expression; pyrodinium_bahamense toxin; dino_taxon; dino_taxon; biological_process; dino_taxon; sxt_gene; cyano_taxon; dino_taxon; dino_taxon; toxin; dino_taxon; toxin; biological_process; biological_process; biological_process; env_factor; dino_taxon; env_factor; biological_process; dino_taxon
gtx,TOXIN,expression,BIOLOGICAL_PROCESS,process_toxin_association,0.3117640668602617,259,6.795650114034677,20,0.45,35,27,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates; alexandrium_tamarense; alexandrium_minutum; nutrient; toxin_production; alexandrium_fundyense; biosynthesis; gymnodinium; gymnodinium_catenatum; saxitoxin_biosynthesis; alexandrium_catenella; light; toxin_biosynthesis; phylogenetic; nutrients,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,1,expression|||gtx,Not observed post-2015,"The relationship between gtx and expression was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, alexandrium, saxitoxin, paralytic shellfish poisoning, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",20,6.795650114034677,Adamic–Adar,gtx expression toxin biological_process process_toxin_association dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates; alexandrium_tamarense; alexandrium_minutum; nutrient; toxin_production; alexandrium_fundyense; biosynthesis; gymnodinium; gymnodinium_catenatum; saxitoxin_biosynthesis; alexandrium_catenella; light; toxin_biosynthesis; phylogenetic; nutrients dino_taxon; dino_taxon; toxin; toxin; toxin; dino_taxon; dino_taxon; dino_taxon; env_factor; biological_process; dino_taxon; biological_process; dino_taxon; dino_taxon; biological_process; dino_taxon; env_factor; biological_process; biological_process; env_factor
toxin_production,BIOLOGICAL_PROCESS,sxt_genes,SXT_GENE,gene_process_association,0.2928740939696978,283,6.778599351341765,21,0.4354838709677419,51,27,saxitoxin; biosynthesis; dinoflagellate; alexandrium; dinoflagellates; saxitoxin_biosynthesis; sxta; cyanobacteria; gymnodinium; gymnodinium_catenatum; paralytic_shellfish_toxins; pyrodinium; cyanobacterial; paralytic_shellfish_poisoning; phylogenetic; transcriptome; bloom; alexandrium_catenella; light; expression,TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,sxt_genes|||toxin_production,Subsequently represented,"The relationship between toxin production and sxt genes was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, biosynthesis, dinoflagellate, alexandrium, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",21,6.778599351341765,Adamic–Adar,toxin_production sxt_genes biological_process sxt_gene gene_process_association saxitoxin; biosynthesis; dinoflagellate; alexandrium; dinoflagellates; saxitoxin_biosynthesis; sxta; cyanobacteria; gymnodinium; gymnodinium_catenatum; paralytic_shellfish_toxins; pyrodinium; cyanobacterial; paralytic_shellfish_poisoning; phylogenetic; transcriptome; bloom; alexandrium_catenella; light; expression toxin; biological_process; dino_taxon; dino_taxon; dino_taxon; biological_process; sxt_gene; cyano_taxon; dino_taxon; dino_taxon; toxin; dino_taxon; cyano_taxon; toxin; biological_process; biological_process; env_factor; dino_taxon; env_factor; biological_process
sxta,SXT_GENE,nitrate,ENV_FACTOR,environment_gene_regulation,0.1450335749868359,464,6.766135118414804,22,0.391304347826087,83,27,alexandrium; dinoflagellate; paralytic_shellfish_toxins; dinoflagellates; saxitoxin; paralytic_shellfish_poisoning; toxicity; alexandrium_tamarense; alexandrium_minutum; bloom; toxin_production; alexandrium_fundyense; light; regulation; nutrient; pyrodinium; gonyautoxin; alexandrium_catenella; nitrogen; pyrodinium_bahamense,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,nitrate|||sxta,Subsequently represented,"The relationship between sxta and nitrate was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, dinoflagellate, paralytic shellfish toxins, dinoflagellates, saxitoxin. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",22,6.766135118414804,Adamic–Adar,sxta nitrate sxt_gene env_factor environment_gene_regulation alexandrium; dinoflagellate; paralytic_shellfish_toxins; dinoflagellates; saxitoxin; paralytic_shellfish_poisoning; toxicity; alexandrium_tamarense; alexandrium_minutum; bloom; toxin_production; alexandrium_fundyense; light; regulation; nutrient; pyrodinium; gonyautoxin; alexandrium_catenella; nitrogen; pyrodinium_bahamense dino_taxon; dino_taxon; toxin; dino_taxon; toxin; toxin; biological_process; dino_taxon; dino_taxon; env_factor; biological_process; dino_taxon; env_factor; biological_process; env_factor; dino_taxon; toxin; dino_taxon; env_factor; dino_taxon
neosaxitoxin,TOXIN,nutrients,ENV_FACTOR,environment_toxin_association,0.3730664880776951,157,6.736568716785618,23,0.6,4,27,dinoflagellate; alexandrium; saxitoxin; toxicity; toxin_production; paralytic_shellfish_toxins; light; salinity; paralytic_shellfish_poisoning; dinoflagellates; gymnodinium; pyrodinium; gtx; pyrodinium_bahamense; alexandrium_tamarense; nutrient; phylogenetic; temperature; hplc; gymnodinium_catenatum,DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; ENV_FACTOR; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,neosaxitoxin|||nutrients,Not observed post-2015,"The relationship between neosaxitoxin and nutrients was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, alexandrium, saxitoxin, toxicity, toxin production. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",23,6.736568716785618,Adamic–Adar,neosaxitoxin nutrients toxin env_factor environment_toxin_association dinoflagellate; alexandrium; saxitoxin; toxicity; toxin_production; paralytic_shellfish_toxins; light; salinity; paralytic_shellfish_poisoning; dinoflagellates; gymnodinium; pyrodinium; gtx; pyrodinium_bahamense; alexandrium_tamarense; nutrient; phylogenetic; temperature; hplc; gymnodinium_catenatum dino_taxon; dino_taxon; toxin; biological_process; biological_process; toxin; env_factor; env_factor; toxin; dino_taxon; dino_taxon; dino_taxon; toxin; dino_taxon; dino_taxon; env_factor; biological_process; env_factor; detection_method; dino_taxon
alexandrium_catenella,DINO_TAXON,anabaena,CYANO_TAXON,cross_taxa_association,0.3639950206008027,173,6.717566295732175,24,0.4576271186440678,34,27,saxitoxin; alexandrium; dinoflagellates; paralytic_shellfish_toxins; dinoflagellate; alexandrium_tamarense; hplc; paralytic_shellfish_poisoning; biosynthesis; cyanobacteria; bloom; sxta; expression; evolution; phylogenetic; gymnodinium; pyrodinium; gonyautoxin; saxitoxin_biosynthesis; gene_expression,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_catenella|||anabaena,Not observed post-2015,"The relationship between alexandrium catenella and anabaena was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, alexandrium, dinoflagellates, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",24,6.717566295732175,Adamic–Adar,alexandrium_catenella anabaena dino_taxon cyano_taxon cross_taxa_association saxitoxin; alexandrium; dinoflagellates; paralytic_shellfish_toxins; dinoflagellate; alexandrium_tamarense; hplc; paralytic_shellfish_poisoning; biosynthesis; cyanobacteria; bloom; sxta; expression; evolution; phylogenetic; gymnodinium; pyrodinium; gonyautoxin; saxitoxin_biosynthesis; gene_expression toxin; dino_taxon; dino_taxon; toxin; dino_taxon; dino_taxon; detection_method; toxin; biological_process; cyano_taxon; env_factor; sxt_gene; biological_process; biological_process; biological_process; dino_taxon; dino_taxon; toxin; biological_process; biological_process
